LSOAs,Ethnic Group;White;2011,Ethnic Group;Mixed/multiple ethnic groups;2011,Ethnic Group;Asian/Asian British;2011,Ethnic Group;Black/African/Caribbean/Black British;2011,Ethnic Group;Other ethnic group;2011,Ethnic Group;BAME;2011,Ethnic Group;White (%);2011,Ethnic Group;Mixed/multiple ethnic groups (%);2011,Ethnic Group;Asian/Asian British (%);2011,Ethnic Group;Black/African/Caribbean/Black British (%);2011,Ethnic Group;Other ethnic group (%);2011,Ethnic Group;BAME (%);2011
E01000842,1169,66,133,34,42,275,81,4.6,9.2,2.4,2.9,19
E01000844,1338,100,251,38,45,434,75.5,5.6,14.2,2.1,2.5,24.5
E01000848,1251,74,161,27,75,337,78.8,4.7,10.1,1.7,4.7,21.2
E01000849,1193,88,196,44,48,376,76,5.6,12.5,2.8,3.1,24
E01000900,1300,88,156,198,59,501,72.2,4.9,8.7,11,3.3,27.8
E01000902,771,115,255,218,92,680,53.1,7.9,17.6,15,6.3,46.9
E01000904,1405,146,267,236,66,715,66.3,6.9,12.6,11.1,3.1,33.7
E01000905,1065,97,417,387,78,979,52.1,4.7,20.4,18.9,3.8,47.9
E01000906,1187,83,142,66,54,345,77.5,5.4,9.3,4.3,3.5,22.5
E01000875,1117,105,221,142,69,537,67.5,6.3,13.4,8.6,4.2,32.5
E01000876,1020,127,224,274,103,728,58.4,7.3,12.8,15.7,5.9,41.6
E01000931,1126,115,223,294,152,784,59,6,11.7,15.4,8,41
E01000932,1282,91,231,153,81,556,69.7,5,12.6,8.3,4.4,30.3
E01000974,1042,116,202,259,88,665,61,6.8,11.8,15.2,5.2,39
E01000843,1195,102,215,117,49,483,71.2,6.1,12.8,7,2.9,28.8
E01000845,1143,72,161,64,24,321,78.1,4.9,11,4.4,1.6,21.9
E01000846,881,84,211,263,62,620,58.7,5.6,14.1,17.5,4.1,41.3
E01000847,999,95,335,187,70,687,59.3,5.6,19.9,11.1,4.2,40.7
E01000864,1132,82,145,126,52,405,73.6,5.3,9.4,8.2,3.4,26.4
E01000865,1118,63,250,54,20,387,74.3,4.2,16.6,3.6,1.3,25.7
E01000867,953,90,357,160,48,655,59.3,5.6,22.2,10,3,40.7
E01000868,687,98,254,372,31,755,47.6,6.8,17.6,25.8,2.1,52.4
E01000869,1529,154,189,187,51,581,72.5,7.3,9,8.9,2.4,27.5
E01000962,1189,67,241,49,46,403,74.7,4.2,15.1,3.1,2.9,25.3
E01000964,1177,67,199,83,51,400,74.6,4.2,12.6,5.3,3.2,25.4
E01000965,1086,76,213,78,69,436,71.4,5,14,5.1,4.5,28.6
E01000966,1268,52,146,13,33,244,83.9,3.4,9.7,0.9,2.2,16.1
E01000968,1122,82,189,70,42,383,74.6,5.4,12.6,4.7,2.8,25.4
E01000960,1085,87,424,90,88,689,61.2,4.9,23.9,5.1,5,38.8
E01000961,854,68,389,180,100,737,53.7,4.3,24.5,11.3,6.3,46.3
E01000963,995,73,591,106,158,928,51.7,3.8,30.7,5.5,8.2,48.3
E01000967,1065,57,185,54,48,344,75.6,4,13.1,3.8,3.4,24.4
E01000857,1169,70,138,40,30,278,80.8,4.8,9.5,2.8,2.1,19.2
E01000858,1076,138,285,278,84,785,57.8,7.4,15.3,14.9,4.5,42.2
E01000859,1378,81,76,31,20,208,86.9,5.1,4.8,2,1.3,13.1
E01000860,1083,50,90,52,32,224,82.9,3.8,6.9,4,2.4,17.1
E01000862,1404,69,117,51,71,308,82,4,6.8,3,4.1,18
E01000856,940,119,358,179,49,705,57.1,7.2,21.8,10.9,3,42.9
E01000861,1094,83,231,130,36,480,69.5,5.3,14.7,8.3,2.3,30.5
E01000957,1057,90,258,258,66,672,61.1,5.2,14.9,14.9,3.8,38.9
E01000958,1222,171,451,282,138,1042,54,7.6,19.9,12.5,6.1,46
E01000959,928,79,399,212,52,742,55.6,4.7,23.9,12.7,3.1,44.4
E01000929,895,103,250,274,153,780,53.4,6.1,14.9,16.4,9.1,46.6
E01000930,1115,91,201,269,234,795,58.4,4.8,10.5,14.1,12.3,41.6
E01000933,1220,85,173,91,102,451,73,5.1,10.4,5.4,6.1,27
E01000934,835,79,370,244,91,784,51.6,4.9,22.9,15.1,5.6,48.4
E01000935,740,79,185,323,88,675,52.3,5.6,13.1,22.8,6.2,47.7
E01000863,1134,55,146,113,33,347,76.6,3.7,9.9,7.6,2.2,23.4
E01000946,980,66,274,114,82,536,64.6,4.4,18.1,7.5,5.4,35.4
E01000947,1245,95,334,212,68,709,63.7,4.9,17.1,10.8,3.5,36.3
E01000948,1284,86,168,135,63,452,74,5,9.7,7.8,3.6,26
E01000952,885,90,429,259,66,844,51.2,5.2,24.8,15,3.8,48.8
E01000953,769,61,534,216,63,874,46.8,3.7,32.5,13.1,3.8,53.2
E01000954,731,94,429,319,83,925,44.1,5.7,25.9,19.3,5,55.9
E01000955,822,119,361,219,74,773,51.5,7.5,22.6,13.7,4.6,48.5
E01000956,631,86,542,212,61,901,41.2,5.6,35.4,13.8,4,58.8
E01000944,916,95,546,176,166,983,48.2,5,28.8,9.3,8.7,51.8
E01000945,853,88,618,193,69,968,46.8,4.8,33.9,10.6,3.8,53.2
E01000949,977,84,357,171,44,656,59.8,5.1,21.9,10.5,2.7,40.2
E01000950,568,47,555,173,88,863,39.7,3.3,38.8,12.1,6.1,60.3
E01000951,713,64,489,186,86,825,46.4,4.2,31.8,12.1,5.6,53.6
E01000936,900,135,476,280,48,939,48.9,7.3,25.9,15.2,2.6,51.1
E01000938,808,90,443,322,89,944,46.1,5.1,25.3,18.4,5.1,53.9
E01000939,409,62,548,164,40,814,33.4,5.1,44.8,13.4,3.3,66.6
E01000940,580,70,332,106,42,550,51.3,6.2,29.4,9.4,3.7,48.7
E01000853,973,98,337,189,34,658,59.7,6,20.7,11.6,2.1,40.3
E01000937,787,71,476,118,52,717,52.3,4.7,31.6,7.8,3.5,47.7
E01000941,584,60,381,151,54,646,47.5,4.9,31,12.3,4.4,52.5
E01000942,1276,113,581,78,63,835,60.4,5.4,27.5,3.7,3,39.6
E01000943,671,49,230,61,43,383,63.7,4.6,21.8,5.8,4.1,36.3
E01000850,1083,88,382,72,69,611,63.9,5.2,22.6,4.3,4.1,36.1
E01000851,1475,106,598,119,85,908,61.9,4.4,25.1,5,3.6,38.1
E01000852,933,67,474,57,56,654,58.8,4.2,29.9,3.6,3.5,41.2
E01000854,765,77,615,229,147,1068,41.7,4.2,33.6,12.5,8,58.3
E01000915,758,72,508,140,49,769,49.6,4.7,33.3,9.2,3.2,50.4
E01000916,1124,105,357,140,70,672,62.6,5.8,19.9,7.8,3.9,37.4
E01000917,974,110,502,241,61,914,51.6,5.8,26.6,12.8,3.2,48.4
E01000920,1332,104,336,122,52,614,68.4,5.3,17.3,6.3,2.7,31.6
E01000855,1262,64,306,65,67,502,71.5,3.6,17.3,3.7,3.8,28.5
E01000914,1197,78,336,100,51,565,67.9,4.4,19.1,5.7,2.9,32.1
E01000918,1308,134,440,130,78,782,62.6,6.4,21.1,6.2,3.7,37.4
E01000919,1146,143,515,117,93,868,56.9,7.1,25.6,5.8,4.6,43.1
E01000001,1238,54,128,11,34,227,84.5,3.7,8.7,0.8,2.3,15.5
E01000002,1274,54,95,4,9,162,88.7,3.8,6.6,0.3,0.6,11.3
E01000003,1055,55,168,45,23,291,78.4,4.1,12.5,3.3,1.7,21.6
E01000005,506,59,274,100,46,479,51.4,6,27.8,10.2,4.7,48.6
E01032739,813,37,162,9,23,231,77.9,3.5,15.5,0.9,2.2,22.1
E01032740,913,30,113,24,19,186,83.1,2.7,10.3,2.2,1.7,16.9
E01001808,1461,41,62,76,198,377,79.5,2.2,3.4,4.1,10.8,20.5
E01001809,1343,72,105,192,265,634,67.9,3.6,5.3,9.7,13.4,32.1
E01001814,1067,78,137,208,170,593,64.3,4.7,8.3,12.5,10.2,35.7
E01001823,1087,80,97,278,223,678,61.6,4.5,5.5,15.8,12.6,38.4
E01001825,1300,24,34,78,162,298,81.4,1.5,2.1,4.9,10.1,18.6
E01001714,740,96,173,387,94,750,49.7,6.4,11.6,26,6.3,50.3
E01001811,648,92,201,452,110,855,43.1,6.1,13.4,30.1,7.3,56.9
E01001813,516,92,172,363,107,734,41.3,7.4,13.8,29,8.6,58.7
E01033701,739,154,207,578,171,1110,40,8.3,11.2,31.3,9.2,60
E01001799,1192,46,73,129,142,390,75.3,2.9,4.6,8.2,9,24.7
E01001802,851,46,108,169,120,443,65.8,3.6,8.3,13.1,9.3,34.2
E01001804,1110,69,106,134,109,418,72.6,4.5,6.9,8.8,7.1,27.4
E01001807,1101,95,113,356,141,705,61,5.3,6.3,19.7,7.8,39
E01001812,1207,86,69,231,153,539,69.1,4.9,4,13.2,8.8,30.9
E01001725,1174,72,211,275,177,735,61.5,3.8,11.1,14.4,9.3,38.5
E01001726,560,71,203,411,112,797,41.3,5.2,15,30.3,8.3,58.7
E01001800,954,67,93,324,159,643,59.7,4.2,5.8,20.3,10,40.3
E01001824,863,90,114,330,120,654,56.9,5.9,7.5,21.8,7.9,43.1
E01001826,1067,70,104,296,203,673,61.3,4,6,17,11.7,38.7
E01001723,1153,89,395,189,118,791,59.3,4.6,20.3,9.7,6.1,40.7
E01001724,1411,132,348,248,80,808,63.6,5.9,15.7,11.2,3.6,36.4
E01001727,1205,63,250,244,158,715,62.8,3.3,13,12.7,8.2,37.2
E01001768,1037,94,261,353,80,788,56.8,5.2,14.3,19.3,4.4,43.2
E01001769,856,115,185,360,78,738,53.7,7.2,11.6,22.6,4.9,46.3
E01001715,931,94,95,144,57,390,70.5,7.1,7.2,10.9,4.3,29.5
E01001716,747,75,176,259,61,571,56.7,5.7,13.4,19.7,4.6,43.3
E01001717,720,55,189,163,95,502,58.9,4.5,15.5,13.3,7.8,41.1
E01001718,1346,108,177,92,64,441,75.3,6,9.9,5.1,3.6,24.7
E01001719,592,74,107,278,88,547,52,6.5,9.4,24.4,7.7,48
E01001720,1311,118,114,143,50,425,75.5,6.8,6.6,8.2,2.9,24.5
E01001742,1006,158,197,376,73,804,55.6,8.7,10.9,20.8,4,44.4
E01001801,1198,75,96,196,99,466,72,4.5,5.8,11.8,5.9,28
E01001803,1410,123,92,120,118,453,75.7,6.6,4.9,6.4,6.3,24.3
E01001806,986,107,86,302,65,560,63.8,6.9,5.6,19.5,4.2,36.2
E01001741,1083,77,134,133,63,407,72.7,5.2,9,8.9,4.2,27.3
E01001805,835,58,118,148,47,371,69.2,4.8,9.8,12.3,3.9,30.8
E01001829,1387,94,140,141,32,407,77.3,5.2,7.8,7.9,1.8,22.7
E01001831,1056,117,193,259,52,621,63,7,11.5,15.4,3.1,37
E01001832,913,104,306,242,54,706,56.4,6.4,18.9,14.9,3.3,43.6
E01001764,828,117,233,413,97,860,49.1,6.9,13.8,24.5,5.7,50.9
E01001765,535,147,256,691,88,1182,31.2,8.6,14.9,40.2,5.1,68.8
E01001767,830,118,244,355,56,773,51.8,7.4,15.2,22.1,3.5,48.2
E01001770,703,146,239,561,89,1035,40.4,8.4,13.8,32.3,5.1,59.6
E01033703,739,71,181,337,82,671,52.4,5,12.8,23.9,5.8,47.6
E01033713,711,129,182,275,49,635,52.8,9.6,13.5,20.4,3.6,47.2
E01001792,810,104,439,366,61,970,45.5,5.8,24.7,20.6,3.4,54.5
E01001793,866,97,249,424,49,819,51.4,5.8,14.8,25.2,2.9,48.6
E01001794,1029,111,418,312,39,880,53.9,5.8,21.9,16.3,2,46.1
E01001795,837,90,228,273,36,627,57.2,6.1,15.6,18.6,2.5,42.8
E01001796,822,148,218,384,75,825,49.9,9,13.2,23.3,4.6,50.1
E01001736,1103,118,102,268,65,553,66.6,7.1,6.2,16.2,3.9,33.4
E01001737,1281,133,150,214,64,561,69.5,7.2,8.1,11.6,3.5,30.5
E01001738,1284,111,77,195,91,474,73,6.3,4.4,11.1,5.2,27
E01001739,1574,127,96,251,42,516,75.3,6.1,4.6,12,2,24.7
E01001786,490,113,157,986,79,1335,26.8,6.2,8.6,54,4.3,73.2
E01001787,604,90,124,654,117,985,38,5.7,7.8,41.2,7.4,62
E01001788,540,108,177,682,75,1042,34.1,6.8,11.2,43.1,4.7,65.9
E01001790,326,87,137,711,82,1017,24.3,6.5,10.2,52.9,6.1,75.7
E01001740,641,106,197,487,135,925,40.9,6.8,12.6,31.1,8.6,59.1
E01001747,1301,133,172,409,122,836,60.9,6.2,8,19.1,5.7,39.1
E01001830,973,167,156,498,110,931,51.1,8.8,8.2,26.2,5.8,48.9
E01001833,1137,168,247,520,71,1006,53.1,7.8,11.5,24.3,3.3,46.9
E01001834,1222,136,193,415,93,837,59.3,6.6,9.4,20.2,4.5,40.7
E01001835,795,62,156,192,44,454,63.7,5,12.5,15.4,3.5,36.3
E01001733,1042,157,201,374,48,780,57.2,8.6,11,20.5,2.6,42.8
E01001785,764,97,157,410,58,722,51.4,6.5,10.6,27.6,3.9,48.6
E01001789,922,107,196,459,55,817,53,6.2,11.3,26.4,3.2,47
E01001791,569,147,213,534,71,965,37.1,9.6,13.9,34.8,4.6,62.9
E01001745,995,137,229,781,107,1254,44.2,6.1,10.2,34.7,4.8,55.8
E01001746,557,123,206,644,126,1099,33.6,7.4,12.4,38.9,7.6,66.4
E01001757,401,125,339,780,72,1316,23.4,7.3,19.7,45.4,4.2,76.6
E01001758,814,152,271,699,151,1273,39,7.3,13,33.5,7.2,61
E01001759,889,129,167,525,94,915,49.3,7.2,9.3,29.1,5.2,50.7
E01001761,913,128,185,494,59,866,51.3,7.2,10.4,27.8,3.3,48.7
E01001731,1083,181,263,689,84,1217,47.1,7.9,11.4,30,3.7,52.9
E01001734,1005,132,169,462,53,816,55.2,7.2,9.3,25.4,2.9,44.8
E01001760,869,141,185,470,89,885,49.5,8,10.5,26.8,5.1,50.5
E01001762,1131,134,133,301,66,634,64.1,7.6,7.5,17.1,3.7,35.9
E01001846,520,69,120,469,38,696,42.8,5.7,9.9,38.6,3.1,57.2
E01001847,549,97,123,325,35,580,48.6,8.6,10.9,28.8,3.1,51.4
E01001848,910,96,79,520,49,744,55,5.8,4.8,31.4,3,45
E01001849,1126,175,224,689,150,1238,47.6,7.4,9.5,29.1,6.3,52.4
E01001729,677,180,235,860,69,1344,33.5,8.9,11.6,42.6,3.4,66.5
E01001730,704,183,221,670,143,1217,36.6,9.5,11.5,34.9,7.4,63.4
E01001732,596,131,186,713,89,1119,34.8,7.6,10.8,41.6,5.2,65.2
E01001735,925,107,120,433,47,707,56.7,6.6,7.4,26.5,2.9,43.3
E01001838,564,137,243,693,109,1182,32.3,7.8,13.9,39.7,6.2,67.7
E01001850,545,120,187,854,104,1265,30.1,6.6,10.3,47.2,5.7,69.9
E01001748,1385,133,243,447,98,921,60.1,5.8,10.5,19.4,4.2,39.9
E01001749,1211,71,108,272,55,506,70.5,4.1,6.3,15.8,3.2,29.5
E01001763,924,85,138,446,49,718,56.3,5.2,8.4,27.2,3,43.7
E01001816,1015,107,91,370,42,610,62.5,6.6,5.6,22.8,2.6,37.5
E01001819,1073,95,120,252,37,504,68,6,7.6,16,2.3,32
E01001744,1078,64,128,500,109,801,57.4,3.4,6.8,26.6,5.8,42.6
E01001750,1098,100,207,327,106,740,59.7,5.4,11.3,17.8,5.8,40.3
E01001751,1294,91,61,72,29,253,83.6,5.9,3.9,4.7,1.9,16.4
E01001756,1612,143,141,210,49,543,74.8,6.6,6.5,9.7,2.3,25.2
E01033698,573,72,167,349,98,686,45.5,5.7,13.3,27.7,7.8,54.5
E01033699,694,104,153,213,53,523,57,8.5,12.6,17.5,4.4,43
E01033700,956,142,164,239,65,610,61,9.1,10.5,15.3,4.2,39
E01033707,703,71,152,294,83,600,54,5.4,11.7,22.6,6.4,46
E01001836,1177,111,101,400,77,689,63.1,5.9,5.4,21.4,4.1,36.9
E01001840,760,92,218,551,55,916,45.3,5.5,13,32.9,3.3,54.7
E01001841,1035,72,68,214,22,376,73.4,5.1,4.8,15.2,1.6,26.6
E01001844,1296,132,176,330,72,710,64.6,6.6,8.8,16.5,3.6,35.4
E01001845,732,104,115,541,63,823,47.1,6.7,7.4,34.8,4.1,52.9
E01001837,1136,82,131,120,19,352,76.3,5.5,8.8,8.1,1.3,23.7
E01001839,1346,180,192,389,104,865,60.9,8.1,8.7,17.6,4.7,39.1
E01001842,680,145,184,511,69,909,42.8,9.1,11.6,32.2,4.3,57.2
E01001843,684,90,118,309,43,560,55,7.2,9.5,24.8,3.5,45
E01033704,1121,91,130,211,78,510,68.7,5.6,8,12.9,4.8,31.3
E01033712,951,84,169,321,53,627,60.3,5.3,10.7,20.3,3.4,39.7
E01001772,377,75,134,406,54,669,36,7.2,12.8,38.8,5.2,64
E01001774,1189,108,237,455,106,906,56.8,5.2,11.3,21.7,5.1,43.2
E01001775,753,98,296,494,135,1023,42.4,5.5,16.7,27.8,7.6,57.6
E01001815,777,121,244,585,47,997,43.8,6.8,13.8,33,2.6,56.2
E01001820,672,75,124,527,65,791,45.9,5.1,8.5,36,4.4,54.1
E01001821,668,107,107,484,94,792,45.8,7.3,7.3,33.2,6.4,54.2
E01001752,1386,136,235,493,57,921,60.1,5.9,10.2,21.4,2.5,39.9
E01001753,591,132,139,648,119,1038,36.3,8.1,8.5,39.8,7.3,63.7
E01001754,1361,173,240,499,106,1018,57.2,7.3,10.1,21,4.5,42.8
E01001755,852,154,178,501,103,936,47.7,8.6,10,28,5.8,52.3
E01001773,987,137,305,512,111,1065,48.1,6.7,14.9,25,5.4,51.9
E01001776,670,79,149,441,100,769,46.6,5.5,10.4,30.6,6.9,53.4
E01001779,1211,165,350,557,154,1226,49.7,6.8,14.4,22.9,6.3,50.3
E01001781,892,111,181,395,88,775,53.5,6.7,10.9,23.7,5.3,46.5
E01001782,1493,167,245,281,114,807,64.9,7.3,10.7,12.2,5,35.1
E01001783,758,117,208,656,158,1139,40,6.2,11,34.6,8.3,60
E01001777,1293,142,253,559,111,1065,54.8,6,10.7,23.7,4.7,45.2
E01001780,948,181,162,428,106,877,51.9,9.9,8.9,23.5,5.8,48.1
E01001784,1186,121,340,503,123,1087,52.2,5.3,15,22.1,5.4,47.8
E01033706,1096,100,158,132,53,443,71.2,6.5,10.3,8.6,3.4,28.8
E01033708,1204,139,136,74,46,395,75.3,8.7,8.5,4.6,2.9,24.7
E01033709,930,106,190,368,76,740,55.7,6.3,11.4,22,4.6,44.3
E01033711,704,76,155,115,55,401,63.7,6.9,14,10.4,5,36.3
E01001798,609,147,345,562,122,1176,34.1,8.2,19.3,31.5,6.8,65.9
E01001828,757,159,215,804,122,1300,36.8,7.7,10.5,39.1,5.9,63.2
E01033702,574,105,173,264,77,619,48.1,8.8,14.5,22.1,6.5,51.9
E01033705,498,134,172,534,79,919,35.1,9.5,12.1,37.7,5.6,64.9
E01033710,595,94,128,288,54,564,51.3,8.1,11,24.8,4.7,48.7
E01001722,927,155,242,598,106,1101,45.7,7.6,11.9,29.5,5.2,54.3
E01001728,1164,75,207,396,173,851,57.8,3.7,10.3,19.7,8.6,42.2
E01001822,750,109,245,515,166,1035,42,6.1,13.7,28.9,9.3,58
E01001827,997,117,178,518,106,919,52,6.1,9.3,27,5.5,48
E01001874,1187,131,256,354,127,868,57.8,6.4,12.5,17.2,6.2,42.2
E01001875,978,113,223,382,158,876,52.8,6.1,12,20.6,8.5,47.2
E01001876,909,148,388,486,301,1323,40.7,6.6,17.4,21.8,13.5,59.3
E01001877,606,100,183,365,91,739,45.1,7.4,13.6,27.1,6.8,54.9
E01001878,907,138,146,350,148,782,53.7,8.2,8.6,20.7,8.8,46.3
E01001955,872,139,158,499,139,935,48.3,7.7,8.7,27.6,7.7,51.7
E01001957,568,84,223,602,139,1048,35.1,5.2,13.8,37.3,8.6,64.9
E01001958,528,115,185,671,172,1143,31.6,6.9,11.1,40.2,10.3,68.4
E01001961,523,125,167,607,142,1041,33.4,8,10.7,38.8,9.1,66.6
E01001954,937,102,128,276,82,588,61.4,6.7,8.4,18.1,5.4,38.6
E01001956,1055,97,143,205,93,538,66.2,6.1,9,12.9,5.8,33.8
E01001959,868,126,193,346,195,860,50.2,7.3,11.2,20,11.3,49.8
E01001960,1266,116,171,228,104,619,67.2,6.2,9.1,12.1,5.5,32.8
E01001943,1190,121,244,276,123,764,60.9,6.2,12.5,14.1,6.3,39.1
E01001944,654,139,132,637,127,1035,38.7,8.2,7.8,37.7,7.5,61.3
E01001945,1202,82,137,231,100,550,68.6,4.7,7.8,13.2,5.7,31.4
E01001946,1053,114,138,267,61,580,64.5,7,8.5,16.4,3.7,35.5
E01001862,1021,141,125,342,139,747,57.7,8,7.1,19.3,7.9,42.3
E01001940,910,119,147,319,106,691,56.8,7.4,9.2,19.9,6.6,43.2
E01001941,1098,91,215,179,94,579,65.5,5.4,12.8,10.7,5.6,34.5
E01001942,1187,103,229,248,102,682,63.5,5.5,12.3,13.3,5.5,36.5
E01001858,1154,118,201,235,85,639,64.4,6.6,11.2,13.1,4.7,35.6
E01001860,954,125,234,348,108,815,53.9,7.1,13.2,19.7,6.1,46.1
E01001861,845,100,136,329,88,653,56.4,6.7,9.1,22,5.9,43.6
E01001863,1142,57,88,192,52,389,74.6,3.7,5.7,12.5,3.4,25.4
E01001864,1112,86,111,192,77,466,70.5,5.4,7,12.2,4.9,29.5
E01001852,1316,95,155,128,98,476,73.4,5.3,8.6,7.1,5.5,26.6
E01001853,1208,78,103,100,44,325,78.8,5.1,6.7,6.5,2.9,21.2
E01001854,1228,107,168,168,61,504,70.9,6.2,9.7,9.7,3.5,29.1
E01001857,780,90,132,347,128,697,52.8,6.1,8.9,23.5,8.7,47.2
E01001859,1483,180,216,508,154,1058,58.4,7.1,8.5,20,6.1,41.6
E01001865,1209,111,168,118,76,473,71.9,6.6,10,7,4.5,28.1
E01001927,1262,86,104,31,21,242,83.9,5.7,6.9,2.1,1.4,16.1
E01001930,1318,90,141,194,111,536,71.1,4.9,7.6,10.5,6,28.9
E01001895,1108,117,119,175,75,486,69.5,7.3,7.5,11,4.7,30.5
E01001896,975,101,171,221,80,573,63,6.5,11,14.3,5.2,37
E01001897,1139,60,92,117,53,322,78,4.1,6.3,8,3.6,22
E01001929,1081,57,51,43,28,179,85.8,4.5,4,3.4,2.2,14.2
E01001851,1365,82,58,96,31,267,83.6,5,3.6,5.9,1.9,16.4
E01001855,1324,62,126,97,68,353,79,3.7,7.5,5.8,4.1,21
E01001856,1078,84,142,255,116,597,64.4,5,8.5,15.2,6.9,35.6
E01001869,1102,41,94,50,47,232,82.6,3.1,7,3.7,3.5,17.4
E01001873,1005,96,129,143,77,445,69.3,6.6,8.9,9.9,5.3,30.7
E01001928,1228,109,111,199,77,496,71.2,6.3,6.4,11.5,4.5,28.8
E01001931,897,88,160,198,155,601,59.9,5.9,10.7,13.2,10.3,40.1
E01001932,1156,54,136,137,138,465,71.3,3.3,8.4,8.5,8.5,28.7
E01001933,963,83,99,117,62,361,72.7,6.3,7.5,8.8,4.7,27.3
E01001866,1032,73,197,85,192,547,65.4,4.6,12.5,5.4,12.2,34.6
E01001867,765,85,277,71,164,597,56.2,6.2,20.3,5.2,12,43.8
E01001868,732,89,155,256,109,609,54.6,6.6,11.6,19.1,8.1,45.4
E01001870,1196,86,382,132,136,736,61.9,4.5,19.8,6.8,7,38.1
E01001871,971,88,218,73,254,633,60.5,5.5,13.6,4.6,15.8,39.5
E01001872,1078,106,214,94,122,536,66.8,6.6,13.3,5.8,7.6,33.2
E01001893,741,93,112,216,82,503,59.6,7.5,9,17.4,6.6,40.4
E01001894,860,61,111,243,45,460,65.2,4.6,8.4,18.4,3.4,34.8
E01001898,1078,96,175,147,95,513,67.8,6,11,9.2,6,32.2
E01001899,838,112,109,208,113,542,60.7,8.1,7.9,15.1,8.2,39.3
E01001900,1145,100,167,265,108,640,64.1,5.6,9.4,14.8,6.1,35.9
E01001889,1065,41,144,95,45,325,76.6,2.9,10.4,6.8,3.2,23.4
E01001910,1062,77,181,113,79,450,70.2,5.1,12,7.5,5.2,29.8
E01001913,1307,64,99,23,52,238,84.6,4.1,6.4,1.5,3.4,15.4
E01001914,1152,92,222,140,109,563,67.2,5.4,12.9,8.2,6.4,32.8
E01001885,581,93,133,371,141,738,44,7.1,10.1,28.1,10.7,56
E01001908,1147,79,235,93,82,489,70.1,4.8,14.4,5.7,5,29.9
E01001909,1312,110,156,171,73,510,72,6,8.6,9.4,4,28
E01001911,890,111,189,409,162,871,50.5,6.3,10.7,23.2,9.2,49.5
E01001912,756,91,234,336,181,842,47.3,5.7,14.6,21,11.3,52.7
E01001886,1051,100,146,223,52,521,66.9,6.4,9.3,14.2,3.3,33.1
E01001887,1039,75,166,168,71,480,68.4,4.9,10.9,11.1,4.7,31.6
E01001890,1051,77,405,177,105,764,57.9,4.2,22.3,9.8,5.8,42.1
E01001892,891,81,86,225,83,475,65.2,5.9,6.3,16.5,6.1,34.8
E01001880,1118,65,136,110,68,379,74.7,4.3,9.1,7.3,4.5,25.3
E01001881,1303,64,116,79,53,312,80.7,4,7.2,4.9,3.3,19.3
E01001882,1367,67,162,98,68,395,77.6,3.8,9.2,5.6,3.9,22.4
E01001883,1043,81,168,115,78,442,70.2,5.5,11.3,7.7,5.3,29.8
E01001884,1221,103,219,198,102,622,66.3,5.6,11.9,10.7,5.5,33.7
E01001888,1295,71,144,55,49,319,80.2,4.4,8.9,3.4,3,19.8
E01001891,1464,85,286,96,99,566,72.1,4.2,14.1,4.7,4.9,27.9
E01001917,1229,47,79,59,48,233,84.1,3.2,5.4,4,3.3,15.9
E01001918,1228,75,98,74,44,291,80.8,4.9,6.5,4.9,2.9,19.2
E01001919,1351,96,54,52,77,279,82.9,5.9,3.3,3.2,4.7,17.1
E01001879,1071,82,100,167,55,404,72.6,5.6,6.8,11.3,3.7,27.4
E01001901,1359,84,80,55,47,266,83.6,5.2,4.9,3.4,2.9,16.4
E01001902,1355,70,105,117,52,344,79.8,4.1,6.2,6.9,3.1,20.2
E01001903,1095,88,141,194,131,554,66.4,5.3,8.6,11.8,7.9,33.6
E01001920,1101,76,97,149,90,412,72.8,5,6.4,9.8,5.9,27.2
E01001921,1281,51,80,83,41,255,83.4,3.3,5.2,5.4,2.7,16.6
E01001922,1345,66,65,60,69,260,83.8,4.1,4,3.7,4.3,16.2
E01001923,1141,79,100,81,78,338,77.1,5.3,6.8,5.5,5.3,22.9
E01001924,1382,66,75,19,54,214,86.6,4.1,4.7,1.2,3.4,13.4
E01001947,737,121,125,367,98,711,50.9,8.4,8.6,25.3,6.8,49.1
E01001948,1598,93,101,141,79,414,79.4,4.6,5,7,3.9,20.6
E01001949,1380,50,50,36,31,167,89.2,3.2,3.2,2.3,2,10.8
E01001950,1389,66,66,42,33,207,87,4.1,4.1,2.6,2.1,13
E01001951,1283,65,102,101,58,326,79.7,4,6.3,6.3,3.6,20.3
E01001953,974,68,114,132,78,392,71.3,5,8.3,9.7,5.7,28.7
E01001904,1340,45,95,75,32,247,84.4,2.8,6,4.7,2,15.6
E01001905,1443,82,99,58,20,259,84.8,4.8,5.8,3.4,1.2,15.2
E01001906,1185,62,98,64,30,254,82.3,4.3,6.8,4.4,2.1,17.7
E01001907,1107,45,84,40,27,196,85,3.5,6.4,3.1,2.1,15
E01001935,1615,101,118,162,63,444,78.4,4.9,5.7,7.9,3.1,21.6
E01001939,1551,154,254,276,86,770,66.8,6.6,10.9,11.9,3.7,33.2
E01032788,767,70,83,157,29,339,69.3,6.3,7.5,14.2,2.6,30.7
E01032789,643,73,178,143,114,508,55.9,6.3,15.5,12.4,9.9,44.1
E01032790,648,80,121,160,109,470,58,7.2,10.8,14.3,9.7,42
E01001915,1294,38,66,44,40,188,87.3,2.6,4.5,3,2.7,12.7
E01001916,1260,35,48,11,36,130,90.6,2.5,3.5,0.8,2.6,9.4
