LSOAs,individual_household,All_households,percent_indi_house
E01002421,23.4,636,23.4
E01002471,24,634,24
E01002465,26.4,633,26.4
E01002467,27.5,639,27.5
E01002494,22.6,637,22.6
E01002536,34.5,609,34.5
E01002537,27.5,579,27.5
E01002415,20.4,643,20.4
E01002466,21.3,633,21.3
E01002468,22.3,633,22.3
E01002469,21.1,631,21.1
E01002495,20.7,695,20.7
E01002458,21.2,543,21.2
E01002459,18.5,622,18.5
E01002460,36.7,597,36.7
E01002462,18,506,18
E01002464,25.4,623,25.4
E01002461,20.9,516,20.9
E01002463,15,528,15
E01002512,22.9,647,22.9
E01002513,29.6,544,29.6
E01002516,18.6,490,18.6
E01002450,18.9,503,18.9
E01002451,14.8,493,14.8
E01002452,13.6,500,13.6
E01002453,18.4,599,18.4
E01002454,25.3,661,25.3
E01002414,35.1,527,35.1
E01002514,40.5,885,40.5
E01002515,36.9,718,36.9
E01033725,29.2,945,29.2
E01002520,23.4,603,23.4
E01002521,50.1,909,50.1
E01002523,19.3,549,19.3
E01033724,28.5,1051,28.5
E01002410,24.5,638,24.5
E01002412,20.3,822,20.3
E01002456,25.6,621,25.6
E01002509,17.7,502,17.7
E01002511,29.2,613,29.2
E01002422,17.4,494,17.4
E01002423,19,568,19
E01002424,18.3,526,18.3
E01002425,24.3,613,24.3
E01002427,20.8,514,20.8
E01002428,15.3,496,15.3
E01002408,37.2,629,37.2
E01002409,24.7,672,24.7
E01002429,25.1,498,25.1
E01002455,25,652,25
E01002457,15.3,517,15.3
E01002392,25.2,618,25.2
E01002393,26.1,705,26.1
E01002540,26.1,621,26.1
E01002542,21.2,665,21.2
E01002543,26.2,625,26.2
E01002394,19.1,508,19.1
E01002395,16.3,424,16.3
E01002397,16,514,16
E01002398,15.4,493,15.4
E01002399,17.1,474,17.1
E01002426,19.5,631,19.5
E01002411,25.3,632,25.3
E01002413,26.8,594,26.8
E01002518,25.7,490,25.7
E01002519,44.2,719,44.2
E01002550,34.8,795,34.8
E01002554,31.4,1073,31.4
E01002541,28.9,785,28.9
E01002544,20.7,555,20.7
E01002545,11.2,483,11.2
E01002546,13.4,449,13.4
E01002547,15.7,492,15.7
E01002400,19.9,599,19.9
E01002401,25.9,609,25.9
E01002402,22.2,491,22.2
E01002403,17.3,543,17.3
E01002404,24.9,675,24.9
E01002548,30.9,657,30.9
E01002549,25,672,25
E01002551,20.4,641,20.4
E01002552,16.5,526,16.5
E01002553,22.6,603,22.6
E01002396,24.3,563,24.3
E01002501,17.2,506,17.2
E01002502,20.6,491,20.6
E01002505,30.6,682,30.6
E01002508,26.7,648,26.7
E01002405,26.5,634,26.5
E01002406,19.3,680,19.3
E01002503,15.7,497,15.7
E01002504,24,726,24
E01002506,27.5,643,27.5
E01002507,13.5,465,13.5
E01002486,17.9,699,17.9
E01002487,25.1,614,25.1
E01002526,18.9,635,18.9
E01002528,18.3,563,18.3
E01002532,27.5,886,27.5
E01002445,19.4,588,19.4
E01002525,27.5,647,27.5
E01002529,23.9,771,23.9
E01002530,25.7,619,25.7
E01002531,27.6,644,27.6
E01002407,18.9,725,18.9
E01002488,16.1,533,16.1
E01002489,17.7,537,17.7
E01002490,17.5,656,17.5
E01002492,13.7,488,13.7
E01002444,32.8,625,32.8
E01002446,28,592,28
E01002447,24.2,623,24.2
E01002527,30.5,622,30.5
E01002443,19.7,547,19.7
E01002448,29.8,765,29.8
E01002449,31.4,710,31.4
E01002491,20.4,519,20.4
E01002493,14.5,601,14.5
E01002496,33.6,767,33.6
E01002497,29.9,759,29.9
E01002498,19.8,516,19.8
E01002499,25.2,678,25.2
E01032577,17.6,601,17.6
E01002569,35.7,792,35.7
E01002570,33.1,732,33.1
E01002573,30.2,679,30.2
E01002574,28.2,645,28.2
E01002575,29.8,688,29.8
E01002562,28,518,28
E01002564,28.1,736,28.1
E01002566,42,1027,42
E01002568,32.3,1181,32.3
E01033081,41.8,649,41.8
E01033082,49.6,659,49.6
E01002620,27.4,676,27.4
E01002625,16.1,492,16.1
E01002626,20.4,490,20.4
E01002627,25.9,609,25.9
E01002631,16.5,509,16.5
E01002633,31.5,623,31.5
E01002634,15.8,546,15.8
E01002637,29.3,563,29.3
E01002638,19.1,582,19.1
E01002563,27.4,635,27.4
E01002565,45.2,1020,45.2
E01002567,39.7,837,39.7
E01002684,38.7,1096,38.7
E01002686,30.1,681,30.1
E01002571,34.7,611,34.7
E01002572,38,710,38
E01002577,28.8,660,28.8
E01002578,29.4,612,29.4
E01002689,46.2,796,46.2
E01002690,29.6,612,29.6
E01002576,34.7,756,34.7
E01002579,36.6,823,36.6
E01002580,44.7,675,44.7
E01002581,33.9,862,33.9
E01002582,33,719,33
E01002675,21.3,877,21.3
E01002678,24.2,669,24.2
E01002679,24.1,643,24.1
E01002680,26.2,728,26.2
E01002619,23.4,624,23.4
E01002622,17.9,526,17.9
E01002632,19.3,569,19.3
E01002635,14.1,524,14.1
E01002636,14.9,609,14.9
E01002618,13.3,512,13.3
E01002621,21.9,594,21.9
E01002623,17.8,484,17.8
E01002628,16.9,620,16.9
E01002629,25.6,715,25.6
E01002630,21.1,569,21.1
E01002639,12.7,497,12.7
E01002640,15.9,548,15.9
E01002674,29,668,29
E01002676,16.8,559,16.8
E01002583,14.6,512,14.6
E01002584,16.6,493,16.6
E01002585,17.5,509,17.5
E01002586,12.3,457,12.3
E01002589,24.2,677,24.2
E01002668,35.7,883,35.7
E01002669,26.7,711,26.7
E01002681,24.2,741,24.2
E01002682,30.2,927,30.2
E01002683,29.6,1037,29.6
E01002642,23.9,735,23.9
E01002643,34.3,910,34.3
E01002645,31.7,766,31.7
E01002658,21.4,501,21.4
E01002677,33.9,652,33.9
E01002587,18.2,605,18.2
E01002588,31.3,677,31.3
E01002660,19,522,19
E01002661,12.4,518,12.4
E01002665,23.7,524,23.7
E01002624,18.3,480,18.3
E01002646,24.4,712,24.4
E01002662,19.9,627,19.9
E01002663,29.2,751,29.2
E01002664,26,596,26
E01002641,21.5,637,21.5
E01002648,20.2,900,20.2
E01002649,26.7,692,26.7
E01002657,18.3,650,18.3
E01033083,21.9,643,21.9
E01033084,25.6,648,25.6
E01002653,13.3,542,13.3
E01002654,24.6,646,24.6
E01002655,18,622,18
E01002656,24.6,479,24.6
E01002659,24.4,504,24.4
E01002667,30,651,30
E01002670,29.8,708,29.8
E01002671,23.9,636,23.9
E01002672,37,683,37
E01002673,28.5,621,28.5
E01002647,20.6,753,20.6
E01002650,20.1,792,20.1
E01002651,20,550,20
E01002652,15.7,516,15.7
E01002666,13.8,407,13.8
E01002555,22,681,22
E01002556,25.8,639,25.8
E01002590,28.4,726,28.4
E01002592,28.3,789,28.3
E01002595,27,712,27
E01002557,34.7,743,34.7
E01002558,29.9,773,29.9
E01002559,25.4,857,25.4
E01002560,24.2,615,24.2
E01002561,28.9,551,28.9
E01002591,22.8,626,22.8
E01002593,26.5,725,26.5
E01002594,16.7,642,16.7
E01002611,21.1,636,21.1
E01002612,32.2,699,32.2
E01002613,19.9,609,19.9
E01002598,22.8,649,22.8
E01002599,20.9,569,20.9
E01002600,18.7,520,18.7
E01002603,18.3,666,18.3
E01033000,27,663,27
E01033030,30.3,773,30.3
E01002604,20.9,588,20.9
E01002605,34.7,753,34.7
E01002606,36.8,671,36.8
E01002607,19.8,676,19.8
E01002615,34.8,606,34.8
E01002596,31.2,772,31.2
E01002601,21.7,637,21.7
E01002602,24.1,564,24.1
E01002614,29.7,758,29.7
E01002616,25,535,25
E01002608,29.3,676,29.3
E01002609,26.4,655,26.4
E01002610,28.5,632,28.5
E01002617,26.9,642,26.9
E01002687,37,832,37
E01002691,28.3,591,28.3
E01002692,42.8,911,42.8
E01002693,46,841,46
E01032573,44.7,860,44.7
E01003006,29.1,611,29.1
E01003007,18.8,549,18.8
E01003008,17.7,514,17.7
E01003009,28.6,773,28.6
E01003010,21.7,554,21.7
E01002952,16.3,486,16.3
E01002953,19.9,453,19.9
E01002955,24.4,513,24.4
E01002956,20.6,437,20.6
E01002959,16.1,479,16.1
E01002935,31.4,775,31.4
E01002938,25.1,782,25.1
E01002951,26.9,624,26.9
E01002954,40.2,565,40.2
E01002957,22.4,608,22.4
E01002933,33.8,807,33.8
E01002934,17.3,649,17.3
E01002937,22,645,22
E01003011,27.8,730,27.8
E01033568,35.5,718,35.5
E01033569,31.5,696,31.5
E01002964,43.9,982,43.9
E01002969,35.8,756,35.8
E01002971,27.5,705,27.5
E01002972,33.2,828,33.2
E01002974,25.8,726,25.8
E01002932,29.6,678,29.6
E01002960,20.2,574,20.2
E01002962,17.2,511,17.2
E01002970,22.6,570,22.6
E01002973,20.4,465,20.4
E01002929,24.4,635,24.4
E01002930,26.8,683,26.8
E01002931,18.5,654,18.5
E01002963,37,768,37
E01002985,25,603,25
E01002927,30.5,614,30.5
E01002928,37.3,660,37.3
E01002958,25,659,25
E01002961,15.9,609,15.9
E01002986,24.8,471,24.8
E01002965,35.9,1071,35.9
E01002967,39.1,958,39.1
E01002968,40.2,1123,40.2
E01002990,47.3,937,47.3
E01002991,33.8,710,33.8
E01002922,34.9,725,34.9
E01002926,25.4,590,25.4
E01002966,27.4,744,27.4
E01002992,28.3,438,28.3
E01002921,47.3,857,47.3
E01002987,50.4,844,50.4
E01002988,34.1,572,34.1
E01002989,34.4,909,34.4
E01002975,16.4,483,16.4
E01002977,27.5,654,27.5
E01002980,14.3,482,14.3
E01002981,19.3,518,19.3
E01002984,37.9,604,37.9
E01002923,49.4,777,49.4
E01002925,43.2,796,43.2
E01002993,46.1,867,46.1
E01002995,28.7,602,28.7
E01002999,42.5,743,42.5
E01002915,20.7,479,20.7
E01002916,18.7,520,18.7
E01002917,17.5,497,17.5
E01002920,21.9,593,21.9
E01002924,19.6,560,19.6
E01002976,21.1,641,21.1
E01002978,22.8,684,22.8
E01002979,27.7,614,27.7
E01002982,24.8,517,24.8
E01002983,20,595,20
E01002994,27.6,602,27.6
E01002996,26.5,589,26.5
E01002997,30.1,588,30.1
E01002998,25.8,612,25.8
E01003002,31.9,783,31.9
E01002918,18.2,615,18.2
E01002919,27.8,669,27.8
E01003000,24.2,587,24.2
E01003001,17.9,627,17.9
E01003003,25.6,574,25.6
E01002939,26.1,605,26.1
E01002941,31.2,628,31.2
E01002942,21.3,522,21.3
E01003004,20.6,591,20.6
E01003005,21.4,570,21.4
E01002944,22.6,508,22.6
E01002945,27.3,655,27.3
E01002946,20.9,603,20.9
E01002947,19.6,597,19.6
E01002940,23.3,604,23.3
E01002943,22.5,507,22.5
E01002948,23.5,784,23.5
E01002949,22.6,677,22.6
E01002950,33.9,719,33.9
E01003472,18.1,481,18.1
E01003473,21,505,21
E01003474,17.9,480,17.9
E01003475,32.6,1162,32.6
E01003478,21.3,602,21.3
E01003460,38.4,679,38.4
E01003462,29.4,599,29.4
E01003464,28.4,550,28.4
E01003465,18,472,18
E01003400,32.6,659,32.6
E01003454,33.9,587,33.9
E01003456,36.3,667,36.3
E01003476,18.5,482,18.5
E01003477,21.1,573,21.1
E01003401,43.3,647,43.3
E01003402,37.9,705,37.9
E01003403,36.9,710,36.9
E01003404,48,912,48
E01003461,33.7,712,33.7
E01003367,28.8,961,28.8
E01003369,33.7,768,33.7
E01003370,32,869,32
E01003371,29.1,626,29.1
E01003455,33.6,749,33.6
E01003359,38.5,816,38.5
E01003360,32,740,32
E01003457,22.6,623,22.6
E01003458,28.7,693,28.7
E01003459,34,956,34
E01003394,20,636,20
E01003395,19.7,503,19.7
E01003396,20.8,534,20.8
E01003397,25.7,557,25.7
E01003398,23.2,583,23.2
E01003368,25.6,578,25.6
E01003372,33.5,627,33.5
E01003393,31.3,646,31.3
E01003406,20.8,566,20.8
E01003407,34.9,768,34.9
E01003355,35.2,765,35.2
E01003356,28.9,696,28.9
E01003358,30.6,801,30.6
E01003383,31.8,692,31.8
E01003384,26.2,623,26.2
E01003442,35,701,35
E01003443,27.5,633,27.5
E01003444,35.4,695,35.4
E01003445,24.8,658,24.8
E01003463,19.6,459,19.6
E01003380,25.6,680,25.6
E01003382,29,676,29
E01003385,25.2,626,25.2
E01003399,32.7,618,32.7
E01003423,24.3,605,24.3
E01003357,34.4,750,34.4
E01003376,26.9,588,26.9
E01003377,22.6,526,22.6
E01003408,35.5,873,35.5
E01003410,28.9,630,28.9
E01003386,19.1,722,19.1
E01003388,32.2,590,32.2
E01003389,26.6,631,26.6
E01003392,29.9,501,29.9
E01003409,22.4,562,22.4
E01003387,28.3,614,28.3
E01003391,34,544,34
E01003411,32.1,719,32.1
E01003412,26.8,597,26.8
E01003435,25.1,490,25.1
E01003361,25.8,621,25.8
E01003424,18.8,574,18.8
E01003425,15.7,508,15.7
E01003426,17.4,609,17.4
E01003428,37,649,37
E01003366,28.9,595,28.9
E01003381,38.2,720,38.2
E01003446,39.2,799,39.2
E01003447,35.6,691,35.6
E01003471,28.1,604,28.1
E01003413,26.2,709,26.2
E01003414,23.4,539,23.4
E01003415,21.4,548,21.4
E01003416,23.2,534,23.2
E01003434,21.9,506,21.9
E01003373,25.6,536,25.6
E01003378,23.9,728,23.9
E01003379,36.4,742,36.4
E01003390,32.1,623,32.1
E01003405,30.2,630,30.2
E01003429,21.7,507,21.7
E01003430,31.6,545,31.6
E01003431,25.9,545,25.9
E01003432,20.9,508,20.9
E01003433,29.1,578,29.1
E01003466,19.5,599,19.5
E01003467,19.6,601,19.6
E01003468,19.8,630,19.8
E01003469,18.5,574,18.5
E01003470,21.7,607,21.7
E01003362,23.2,499,23.2
E01003363,19.7,590,19.7
E01003364,23.6,648,23.6
E01003365,18.9,497,18.9
E01003421,29.1,640,29.1
E01003374,34.1,546,34.1
E01003375,35.2,654,35.2
E01003437,31.2,764,31.2
E01003440,30,627,30
E01003441,21.1,617,21.1
E01003427,30.2,706,30.2
E01003436,26.5,588,26.5
E01003439,25,548,25
E01003448,27.5,648,27.5
E01003453,30.6,650,30.6
E01003438,29.1,650,29.1
E01003449,30.4,677,30.4
E01003450,25,597,25
E01003451,22.9,598,22.9
E01003452,33,806,33
E01003417,22.4,608,22.4
E01003418,19,531,19
E01003419,22.4,642,22.4
E01003420,20.6,506,20.6
E01003422,26.3,513,26.3
E01003744,31.8,592,31.8
E01003745,12.4,483,12.4
E01003746,34.9,661,34.9
E01003747,19.6,490,19.6
E01003748,27.1,572,27.1
E01003749,30.1,681,30.1
E01003750,43.7,798,43.7
E01003720,39.8,821,39.8
E01003722,27.4,690,27.4
E01003723,30.5,704,30.5
E01003726,36.2,649,36.2
E01003721,25.8,604,25.8
E01003724,22.9,511,22.9
E01003725,30,650,30
E01003727,32.7,655,32.7
E01003654,25.7,603,25.7
E01003655,29.3,642,29.3
E01003658,36.1,699,36.1
E01003660,23.1,663,23.1
E01003656,35.8,643,35.8
E01003657,29,870,29
E01003659,23.8,638,23.8
E01003698,19.3,519,19.3
E01003699,31.8,594,31.8
E01003700,28.3,849,28.3
E01003701,21.1,626,21.1
E01003702,39.2,744,39.2
E01003703,27.2,968,27.2
E01003704,27.6,666,27.6
E01003668,38,755,38
E01003669,24.9,606,24.9
E01003670,24.4,577,24.4
E01003671,18.3,552,18.3
E01003672,43,690,43
E01003673,29.4,789,29.4
E01003674,38.2,1000,38.2
E01003707,20.5,469,20.5
E01003708,32.8,613,32.8
E01003709,17.9,570,17.9
E01003710,22.5,507,22.5
E01003759,21.1,554,21.1
E01003760,22.5,661,22.5
E01003761,34,698,34
E01003762,27.7,656,27.7
E01003763,20.4,657,20.4
E01003764,32,835,32
E01003765,27.3,642,27.3
E01003705,22.8,802,22.8
E01003706,26.4,613,26.4
E01003711,25.1,662,25.1
E01003712,35.3,536,35.3
E01003646,30.1,572,30.1
E01003648,22.3,528,22.3
E01003649,13.8,521,13.8
E01003651,20.6,466,20.6
E01003639,29.3,665,29.3
E01003640,24.5,648,24.5
E01003641,17.2,530,17.2
E01003642,19.6,542,19.6
E01003774,42.6,867,42.6
E01003775,25.9,686,25.9
E01003776,55.5,932,55.5
E01003777,40.1,856,40.1
E01003778,38.9,879,38.9
E01003779,44.6,708,44.6
E01003780,17.2,507,17.2
E01003647,21.4,612,21.4
E01003650,28.4,580,28.4
E01003652,15.1,482,15.1
E01003653,24.2,516,24.2
E01003638,29.8,590,29.8
E01003643,23.6,622,23.6
E01003644,14.9,498,14.9
E01003645,21.2,910,21.2
E01003789,36.5,625,36.5
E01003794,21.5,544,21.5
E01003795,18.5,433,18.5
E01003796,28.1,638,28.1
E01003661,21,651,21
E01003662,32.4,741,32.4
E01003663,31.4,662,31.4
E01003664,20,575,20
E01003665,16.6,529,16.6
E01003666,34.8,935,34.8
E01033590,25.3,434,25.3
E01033592,16.4,633,16.4
E01003751,16.9,611,16.9
E01003753,22.9,659,22.9
E01003754,27.8,533,27.8
E01003757,21.9,622,21.9
E01003769,21.7,557,21.7
E01003770,24.9,848,24.9
E01003771,18.4,581,18.4
E01003773,23.7,579,23.7
E01003752,21,838,21
E01003755,13.3,571,13.3
E01003756,16,600,16
E01003758,14.9,810,14.9
E01003766,13.5,548,13.5
E01003767,21,567,21
E01003768,27.4,569,27.4
E01003772,18.7,524,18.7
E01003781,30.7,602,30.7
E01003782,20.7,518,20.7
E01003786,18.1,442,18.1
E01003787,21.1,469,21.1
E01003790,29.6,557,29.6
E01003791,19.6,540,19.6
E01003792,23.4,508,23.4
E01003793,43.9,760,43.9
E01003783,35.8,858,35.8
E01003784,22,546,22
E01003785,28.6,704,28.6
E01003788,29.6,645,29.6
E01003683,14.1,576,14.1
E01003684,15.7,496,15.7
E01003685,13.4,508,13.4
E01003686,13.3,533,13.3
E01003688,20.1,532,20.1
E01003689,25.8,508,25.8
E01033589,21.5,660,21.5
E01033591,22.4,630,22.4
E01003737,21.6,575,21.6
E01003738,18.7,646,18.7
E01003739,19,658,19
E01003740,19.2,621,19.2
E01003741,29.2,643,29.2
E01003742,14.4,618,14.4
E01003743,14.1,496,14.1
E01003728,24.6,810,24.6
E01003729,21.9,526,21.9
E01003730,9.9,416,9.9
E01003732,24,592,24
E01003733,17.4,507,17.4
E01003731,23,447,23
E01003734,19,517,19
E01003735,24.7,811,24.7
E01003736,13.3,475,13.3
E01003713,15.8,481,15.8
E01003714,17.3,642,17.3
E01003715,20,564,20
E01003716,22.1,521,22.1
E01003718,28.3,630,28.3
E01003719,21.8,633,21.8
E01032581,36.1,699,36.1
E01003690,28.8,608,28.8
E01003691,19.1,413,19.1
E01003692,19,501,19
E01003693,14.2,431,14.2
E01003694,21.7,448,21.7
E01003695,28.3,534,28.3
E01003696,18.9,593,18.9
E01003697,18.1,492,18.1
E01003675,17.1,490,17.1
E01003676,15.2,495,15.2
E01003677,14.6,494,14.6
E01003678,11.3,479,11.3
E01003679,15,493,15
E01003680,9.9,475,9.9
E01003681,30.5,683,30.5
E01003682,14,493,14
E01003797,20.5,523,20.5
E01003798,36.8,691,36.8
E01003799,27,653,27
E01003800,29.1,640,29.1
E01003801,29.6,534,29.6
E01003802,36.1,623,36.1
E01003803,33.1,632,33.1
E01003846,19.4,628,19.4
E01003847,45.5,842,45.5
E01003849,34.8,653,34.8
E01003851,30.8,691,30.8
E01003860,33.9,819,33.9
E01003864,36.4,671,36.4
E01003852,41.1,652,41.1
E01003853,33.1,622,33.1
E01003854,36.3,653,36.3
E01003855,42.8,831,42.8
E01003856,36,749,36
E01003857,30.8,756,30.8
E01003858,28.3,678,28.3
E01003848,30.5,817,30.5
E01003861,37.5,855,37.5
E01003862,36.7,627,36.7
E01003863,39.9,639,39.9
E01003865,29.1,529,29.1
E01033570,34.6,709,34.6
E01033571,31.4,624,31.4
E01003804,31.9,768,31.9
E01003807,33,817,33
E01003808,33.5,793,33.5
E01003809,24.8,657,24.8
E01003859,25.8,631,25.8
E01003873,44.2,850,44.2
E01003874,43.2,787,43.2
E01003875,32.6,681,32.6
E01003878,45.5,648,45.5
E01003866,25.7,642,25.7
E01003868,29,639,29
E01003871,22.4,642,22.4
E01003872,39.5,686,39.5
E01003821,46.3,784,46.3
E01003876,44.5,865,44.5
E01003877,41.4,724,41.4
E01003879,35.2,613,35.2
E01003892,38,924,38
E01003893,40.4,759,40.4
E01003894,36.4,760,36.4
E01003895,35.9,766,35.9
E01003905,26.3,548,26.3
E01003906,30,649,30
E01003907,32.7,673,32.7
E01003908,19.9,668,19.9
E01003909,23.4,606,23.4
E01003867,25.3,576,25.3
E01003869,29.3,693,29.3
E01003870,24.1,721,24.1
E01003910,27.2,670,27.2
E01003805,17.2,593,17.2
E01003806,17.8,523,17.8
E01003816,23,640,23
E01003817,45.6,867,45.6
E01003840,19.8,560,19.8
E01003841,36.7,811,36.7
E01003842,19.7,619,19.7
E01003843,26.3,753,26.3
E01003844,20.3,553,20.3
E01003845,24.8,622,24.8
E01003882,33.2,793,33.2
E01003883,32.3,836,32.3
E01003896,39.7,796,39.7
E01003897,39.7,848,39.7
E01003898,31.4,675,31.4
E01003899,36.2,632,36.2
E01003900,29.2,614,29.2
E01003901,20.8,605,20.8
E01003902,23.1,503,23.1
E01003903,16.6,580,16.6
E01003904,34.4,671,34.4
E01003880,27.2,581,27.2
E01003881,32.3,492,32.3
E01003884,34.5,698,34.5
E01003885,29.5,647,29.5
E01003818,30.3,661,30.3
E01003819,37.9,747,37.9
E01003820,25.3,751,25.3
E01003811,28.9,640,28.9
E01003812,28.6,772,28.6
E01003890,31.6,642,31.6
E01003891,39.8,826,39.8
E01003810,24.8,613,24.8
E01003813,24.4,643,24.4
E01003814,39.6,760,39.6
E01003815,35.2,824,35.2
E01003828,24,630,24
E01003829,31,686,31
E01003830,26,734,26
E01003831,31.6,697,31.6
E01003832,43.9,681,43.9
E01003833,40.7,658,40.7
E01003886,25.3,684,25.3
E01003887,37.1,789,37.1
E01003888,42.7,896,42.7
E01003889,36.1,779,36.1
E01003834,51.1,829,51.1
E01003835,20.5,537,20.5
E01003836,36.7,613,36.7
E01003837,32.5,802,32.5
E01003838,33.4,758,33.4
E01003839,40.4,916,40.4
E01003822,16.1,516,16.1
E01003823,35.7,796,35.7
E01003824,25.4,649,25.4
E01003825,20.2,653,20.2
E01003826,34.5,760,34.5
E01003827,36,800,36
E01004125,32.2,630,32.2
E01004183,30,663,30
E01004184,24.2,598,24.2
E01004185,30.4,565,30.4
E01004189,28.5,750,28.5
E01004123,29.7,838,29.7
E01004124,21.8,655,21.8
E01004126,21.8,564,21.8
E01004128,26.9,528,26.9
E01004129,36.9,750,36.9
E01004130,30.6,644,30.6
E01004131,25.3,613,25.3
E01004134,24.1,555,24.1
E01004135,16.6,517,16.6
E01004136,17.3,550,17.3
E01004164,35.2,639,35.2
E01004166,34.7,658,34.7
E01004169,31.3,460,31.3
E01004186,37.8,790,37.8
E01004188,34.5,724,34.5
E01004127,26,630,26
E01004163,24.4,615,24.4
E01004165,29.2,705,29.2
E01004167,31.5,527,31.5
E01004187,31.9,640,31.9
E01004117,14.2,508,14.2
E01004121,28.7,627,28.7
E01004192,21.5,753,21.5
E01004193,25,923,25
E01004195,30.3,661,30.3
E01004144,21.8,633,21.8
E01004145,20.7,786,20.7
E01004146,30.5,686,30.5
E01004147,23.5,603,23.5
E01004116,35,640,35
E01004122,22.4,517,22.4
E01004190,19.4,499,19.4
E01004191,26.9,657,26.9
E01004194,34.8,609,34.8
E01004196,25.7,567,25.7
E01004115,22.7,664,22.7
E01004118,31.2,669,31.2
E01004119,17.6,506,17.6
E01004132,15.2,514,15.2
E01004133,15.8,533,15.8
E01004171,22.6,558,22.6
E01004172,40.8,748,40.8
E01004173,25,520,25
E01004175,29.9,690,29.9
E01004176,27.4,583,27.4
E01004076,29.5,616,29.5
E01004077,29.3,629,29.3
E01004078,32.7,686,32.7
E01004079,15.1,489,15.1
E01004080,20.6,506,20.6
E01004081,28.3,615,28.3
E01004082,17.1,496,17.1
E01004137,42.5,763,42.5
E01004140,50.1,746,50.1
E01004141,41.4,724,41.4
E01004142,46.3,1052,46.3
E01004149,38.3,813,38.3
E01004101,20.7,531,20.7
E01004103,37.1,734,37.1
E01004138,34.4,697,34.4
E01004139,34.3,595,34.3
E01004168,20.6,579,20.6
E01004143,31.2,626,31.2
E01004148,28.5,643,28.5
E01004159,28.3,629,28.3
E01004160,33.6,672,33.6
E01004161,26.3,594,26.3
E01004097,20.8,625,20.8
E01004098,31,504,31
E01004099,39.4,711,39.4
E01004100,23.1,536,23.1
E01004102,29.5,556,29.5
E01004110,32,790,32
E01004111,26.6,578,26.6
E01004112,26.5,668,26.5
E01004120,17.4,547,17.4
E01004157,19.5,452,19.5
E01004087,17.4,522,17.4
E01004170,34.5,751,34.5
E01004174,40.2,664,40.2
E01004178,42.9,950,42.9
E01004179,25.2,599,25.2
E01004152,49.8,849,49.8
E01004155,48.7,822,48.7
E01004156,47.8,892,47.8
E01004158,42.4,696,42.4
E01004162,42.6,745,42.6
E01004083,40.7,612,40.7
E01004086,21.5,592,21.5
E01004088,37.2,733,37.2
E01004089,35.5,549,35.5
E01004182,30.6,653,30.6
E01004104,16.2,551,16.2
E01004107,28.4,619,28.4
E01004177,51.3,911,51.3
E01004180,18,616,18
E01004181,39.2,756,39.2
E01004090,42.6,540,42.6
E01004096,47.8,756,47.8
E01004150,59.5,936,59.5
E01004151,40.4,790,40.4
E01004153,46.8,903,46.8
E01004091,14.3,474,14.3
E01004092,27.2,585,27.2
E01004105,15.3,647,15.3
E01004106,8.4,522,8.4
E01004154,23.2,561,23.2
E01004084,14.7,504,14.7
E01004085,21.1,582,21.1
E01004108,19.5,595,19.5
E01004109,24.6,638,24.6
E01004093,23.2,598,23.2
E01004094,35.4,748,35.4
E01004095,28.8,635,28.8
E01004114,14.5,595,14.5
E01032623,14.9,619,14.9
E01004349,23.9,547,23.9
E01004350,52.9,915,52.9
E01004351,26.8,645,26.8
E01004356,21,590,21
E01004357,23,574,23
E01004352,36.5,813,36.5
E01004353,33.8,798,33.8
E01004354,31.5,749,31.5
E01004358,44.3,788,44.3
E01004359,23.3,610,23.3
E01004384,32.2,695,32.2
E01004385,41.2,650,41.2
E01004386,22.1,642,22.1
E01004389,36.3,706,36.3
E01004390,31.6,652,31.6
E01004355,32.8,673,32.8
E01004360,21.3,492,21.3
E01004413,37.7,685,37.7
E01004415,27.8,583,27.8
E01004416,22.2,632,22.2
E01004361,23.6,492,23.6
E01004414,24.2,615,24.2
E01004417,33.1,650,33.1
E01004451,23.1,641,23.1
E01004452,34.5,692,34.5
E01004450,21.3,605,21.3
E01004453,32.5,658,32.5
E01004454,27.3,640,27.3
E01004455,25.2,544,25.2
E01004456,25.4,539,25.4
E01004379,22.2,523,22.2
E01004380,27.3,607,27.3
E01004381,25.7,674,25.7
E01004383,21.2,575,21.2
E01004387,17.9,525,17.9
E01004388,39,649,39
E01004343,21.5,647,21.5
E01004344,29.1,667,29.1
E01004382,31.7,501,31.7
E01004418,28,649,28
E01004419,33.3,637,33.3
E01004398,24.7,679,24.7
E01004399,24.7,594,24.7
E01004400,30.3,641,30.3
E01004402,29.3,663,29.3
E01004403,21.6,602,21.6
E01004345,20,624,20
E01004348,28,973,28
E01004377,21.6,626,21.6
E01004378,27.8,677,27.8
E01004342,26.6,789,26.6
E01004346,19.2,557,19.2
E01004347,28.7,809,28.7
E01004460,27.3,671,27.3
E01004462,29.3,639,29.3
E01004396,26.7,647,26.7
E01004457,30.4,738,30.4
E01004458,27.6,681,27.6
E01004459,22.1,535,22.1
E01004463,36.3,906,36.3
E01004407,34.3,493,34.3
E01004410,41.1,852,41.1
E01004464,39.5,643,39.5
E01004469,36.8,627,36.8
E01004470,34.6,602,34.6
E01004471,31.4,668,31.4
E01004391,42.3,846,42.3
E01004393,33.4,1023,33.4
E01004401,29.4,803,29.4
E01004404,41.8,882,41.8
E01004461,25.4,794,25.4
