Code,Median_income,income_in_thou
E01001164,"36,380",36
E01001165,"34,000",34
E01001166,"31,580",32
E01001167,"33,710",34
E01001168,"35,140",35
E01001169,"30,420",30
E01001170,"34,100",34
E01001171,"32,700",33
E01001172,"29,270",29
E01001173,"34,710",35
E01001174,"32,870",33
E01001175,"31,530",32
E01001176,"32,100",32
E01001177,"31,190",31
E01001178,"27,630",28
E01001179,"32,780",33
E01001180,"31,120",31
E01001181,"28,690",29
E01001182,"33,260",33
E01001183,"30,700",31
E01001184,"33,890",34
E01001185,"33,180",33
E01001186,"31,800",32
E01001187,"33,240",33
E01001188,"31,890",32
E01001189,"34,460",34
E01001190,"33,620",34
E01001191,"30,040",30
E01001192,"30,840",31
E01001193,"30,850",31
E01001194,"35,000",35
E01032569,"30,010",30
E01001195,"36,720",37
E01001196,"29,270",29
E01001197,"36,690",37
E01001198,"37,450",37
E01001199,"35,670",36
E01001200,"37,480",37
E01001201,"38,010",38
E01001202,"31,960",32
E01001203,"32,460",32
E01001204,"40,670",41
E01001205,"33,960",34
E01001206,"30,550",31
E01001207,"39,590",40
E01001208,"43,420",43
E01001209,"46,980",47
E01001210,"28,790",29
E01001211,"42,110",42
E01001212,"40,900",41
E01001213,"27,860",28
E01001214,"30,270",30
E01001215,"27,800",28
E01001216,"30,000",30
E01001217,"32,530",33
E01001218,"27,970",28
E01001219,"25,990",26
E01001220,"24,750",25
E01001221,"40,280",40
E01001222,"39,410",39
E01001223,"44,630",45
E01001224,"47,710",48
E01001225,"43,350",43
E01001226,"42,460",42
E01001227,"46,220",46
E01001228,"42,010",42
E01001229,"34,480",34
E01001230,"43,430",43
E01001231,"41,990",42
E01001232,"38,820",39
E01001233,"38,590",39
E01001234,"39,720",40
E01001235,"43,230",43
E01001236,"41,540",42
E01001237,"43,580",44
E01001238,"30,600",31
E01001239,"29,730",30
E01001240,"31,260",31
E01001241,"31,900",32
E01001242,"33,300",33
E01001243,"31,050",31
E01001244,"30,370",30
E01001245,"35,450",35
E01001246,"30,890",31
E01001247,"32,650",33
E01001248,"37,760",38
E01001249,"32,400",32
E01001250,"32,960",33
E01001251,"38,160",38
E01001252,"35,520",36
E01001253,"37,630",38
E01001254,"39,110",39
E01001255,"39,530",40
E01001257,"25,900",26
E01001258,"30,750",31
E01001259,"31,340",31
E01001260,"31,310",31
E01001261,"30,150",30
E01001262,"28,830",29
E01001263,"28,750",29
E01001264,"29,960",30
E01001265,"32,600",33
E01001266,"34,370",34
E01001267,"30,980",31
E01001268,"35,710",36
E01001269,"34,240",34
E01001270,"35,520",36
E01001271,"33,640",34
E01001272,"34,250",34
E01001273,"44,580",45
E01001274,"43,650",44
E01001275,"41,140",41
E01001276,"35,600",36
E01001277,"38,170",38
E01001278,"37,050",37
E01001279,"48,550",49
E01001280,"39,950",40
E01001281,"47,880",48
E01001282,"29,630",30
E01001283,"29,320",29
E01001284,"38,330",38
E01001285,"32,720",33
E01001286,"32,440",32
E01001287,"30,990",31
E01001288,"39,080",39
E01001289,"39,530",40
E01001290,"38,450",38
E01001291,"32,360",32
E01001292,"34,610",35
E01001293,"32,020",32
E01001294,"30,750",31
E01001295,"31,320",31
E01001296,"30,390",30
E01001297,"30,030",30
E01001298,"29,280",29
E01001299,"44,110",44
E01001300,"45,980",46
E01001301,"40,170",40
E01001302,"43,230",43
E01001303,"46,990",47
E01001304,"42,110",42
E01001305,"45,240",45
E01001306,"44,550",45
E01001307,"35,760",36
E01001308,"36,260",36
E01001309,"34,330",34
E01001310,"34,240",34
E01001311,"30,900",31
E01001312,"34,750",35
E01001313,"35,500",36
E01001314,"35,870",36
E01001315,"31,200",31
E01001316,"27,790",28
E01001317,"29,530",30
E01001318,"28,140",28
E01001319,"33,070",33
E01001320,"27,480",27
E01001321,"31,080",31
E01001322,"33,080",33
E01001323,"32,690",33
E01001324,"29,650",30
E01001325,"28,730",29
E01001326,"27,620",28
E01001327,"28,640",29
E01001328,"27,590",28
E01001329,"29,440",29
E01001330,"25,560",26
E01001331,"26,600",27
E01001332,"26,750",27
E01001333,"26,360",26
E01001334,"24,470",24
E01001335,"32,850",33
E01001336,"29,800",30
E01001337,"29,550",30
E01001338,"28,140",28
E01001339,"27,780",28
E01001340,"30,100",30
E01001341,"34,050",34
E01001342,"33,910",34
E01001343,"35,020",35
E01001344,"34,270",34
E01001345,"31,790",32
E01001346,"35,610",36
E01001347,"34,750",35
E01001348,"35,910",36
E01001349,"32,290",32
E01001350,"39,060",39
E01001351,"32,980",33
E01001352,"39,800",40
E01001353,"32,770",33
E01001354,"39,780",40
E01001355,"32,530",33
E01001356,"25,870",26
E01001357,"28,440",28
E01001358,"26,430",26
E01001359,"27,480",27
E01001360,"28,430",28
E01001361,"27,440",27
E01001362,"27,870",28
E01001363,"27,210",27
E01001364,"26,730",27
E01001365,"27,880",28
E01001366,"27,190",27
E01001367,"26,020",26
E01001368,"28,000",28
E01001369,"26,580",27
E01001370,"27,850",28
E01001371,"26,890",27
E01001372,"27,150",27
E01001373,"27,090",27
E01001374,"43,100",43
E01001375,"50,710",51
E01001376,"39,840",40
E01001377,"51,250",51
E01001379,"51,120",51
E01001380,"44,190",44
E01001381,"40,940",41
E01001382,"48,320",48
E01001383,"41,210",41
E01001384,"44,420",44
E01001385,"45,460",45
E01001386,"46,730",47
E01001387,"43,000",43
E01001388,"36,550",37
E01001389,"37,900",38
E01032572,"44,150",44
E01032743,"30,120",30
E01032744,"29,210",29
E01001390,"38,460",38
E01001391,"33,640",34
E01001392,"38,320",38
E01001393,"36,250",36
E01001394,"31,950",32
E01001395,"30,800",31
E01001396,"34,670",35
E01001397,"32,290",32
E01001398,"42,680",43
E01001399,"40,630",41
E01001400,"40,670",41
E01001401,"38,600",39
E01001402,"41,900",42
E01001403,"37,630",38
E01001404,"36,630",37
E01001405,"37,790",38
E01001406,"36,000",36
E01001407,"34,970",35
E01001408,"37,670",38
E01001409,"30,870",31
E01001410,"29,040",29
E01001411,"37,530",38
E01001412,"35,090",35
E01001413,"39,760",40
E01001414,"30,770",31
E01001415,"37,870",38
E01001416,"44,540",45
E01001417,"50,870",51
E01001418,"39,080",39
E01001419,"37,530",38
E01001420,"35,100",35
E01001421,"33,850",34
E01001422,"56,840",57
E01001423,"28,460",28
E01001424,"26,210",26
E01001425,"25,230",25
E01001426,"25,780",26
E01001427,"24,690",25
E01001428,"26,990",27
E01001429,"24,620",25
E01001430,"23,770",24
E01001431,"26,550",27
E01001432,"27,310",27
E01001433,"28,540",29
E01001434,"30,820",31
E01001435,"31,450",31
E01001436,"31,180",31
E01001437,"27,100",27
E01001438,"29,880",30
E01001439,"26,800",27
E01001440,"29,070",29
E01001441,"27,530",28
E01001442,"25,560",26
E01001444,"30,860",31
E01001445,"30,920",31
E01001446,"29,880",30
E01001447,"27,820",28
E01001448,"29,520",30
E01001449,"30,110",30
E01001450,"36,580",37
E01001451,"43,030",43
E01001452,"47,260",47
E01001453,"44,620",45
E01001454,"44,830",45
E01001455,"41,200",41
E01001456,"48,170",48
E01001457,"41,840",42
E01001458,"25,350",25
E01001459,"31,370",31
E01001460,"28,370",28
E01001461,"26,710",27
E01001462,"29,120",29
E01001463,"30,910",31
E01001464,"27,470",27
E01001465,"31,070",31
E01001466,"29,560",30
E01001467,"30,700",31
E01001468,"41,370",41
E01001469,"37,960",38
E01001470,"41,520",42
E01001471,"39,730",40
E01001472,"39,390",39
E01001473,"38,990",39
E01001474,"43,140",43
E01001475,"43,160",43
E01001476,"30,480",30
E01001477,"29,020",29
E01001478,"32,590",33
E01001479,"29,770",30
E01001480,"31,380",31
E01001481,"30,500",31
E01001482,"28,270",28
E01001483,"26,050",26
E01001484,"32,150",32
E01001485,"27,240",27
E01001486,"25,990",26
E01001487,"27,720",28
E01001488,"30,590",31
E01001489,"28,940",29
E01001491,"28,610",29
E01001492,"28,580",29
E01001493,"33,410",33
E01001494,"35,330",35
E01001495,"38,420",38
E01001496,"37,760",38
E01001497,"34,240",34
E01001498,"37,640",38
E01001499,"34,770",35
E01001500,"36,600",37
E01001501,"35,440",35
E01001502,"29,130",29
E01001503,"29,790",30
E01001504,"29,550",30
E01001505,"28,790",29
E01001506,"27,700",28
E01001507,"26,830",27
E01001508,"28,960",29
E01001509,"27,030",27
E01001510,"24,610",25
E01001511,"34,820",35
E01001512,"34,290",34
E01001513,"30,260",30
E01001514,"34,960",35
E01001515,"29,190",29
E01001516,"30,640",31
E01001517,"25,520",26
E01001518,"35,890",36
E01001519,"37,280",37
E01001520,"38,440",38
E01001521,"43,460",43
E01001522,"39,670",40
E01001523,"40,080",40
E01001524,"38,650",39
E01001525,"38,010",38
E01001526,"40,730",41
E01001527,"39,510",40
E01001528,"31,240",31
E01001529,"32,080",32
E01001530,"37,080",37
E01001531,"46,750",47
E01001532,"45,390",45
E01001533,"45,460",45
E01001534,"39,610",40
E01001535,"42,780",43
E01001536,"40,680",41
E01001537,"37,390",37
E01001538,"40,320",40
E01001539,"39,450",39
E01001540,"38,950",39
E01001541,"41,220",41
E01001542,"35,670",36
E01001543,"40,340",40
E01001544,"40,550",41
E01001545,"26,310",26
E01001546,"30,430",30
E01001547,"29,100",29
E01001548,"29,060",29
E01001549,"25,170",25
E01001550,"28,740",29
E01001551,"27,760",28
E01001552,"31,810",32
E01001553,"26,350",26
E01001554,"24,510",25
E01001555,"28,500",29
E01001556,"31,830",32
E01001557,"29,650",30
E01001558,"27,190",27
E01001559,"28,450",28
E01001560,"30,100",30
E01001562,"25,690",26
E01001563,"39,520",40
E01001564,"45,550",46
E01001565,"39,820",40
E01001566,"42,960",43
E01001567,"46,700",47
E01001568,"48,000",48
E01001569,"43,750",44
E01001570,"38,080",38
E01032574,"28,300",28
E01033146,"26,770",27
E01033148,"30,800",31
E01033150,"31,700",32
E01033151,"25,240",25
E01001571,"33,410",33
E01001572,"33,780",34
E01001573,"33,400",33
E01001574,"28,630",29
E01001575,"28,170",28
E01001576,"28,350",28
E01001577,"28,010",28
E01001578,"30,300",30
E01001579,"29,610",30
E01001580,"47,540",48
E01001581,"41,120",41
E01001582,"42,340",42
E01001583,"46,610",47
E01001584,"49,040",49
E01001585,"45,120",45
E01001586,"40,480",40
E01001587,"44,390",44
E01001588,"32,220",32
E01001589,"32,710",33
E01001590,"38,620",39
E01001591,"30,750",31
E01001592,"40,610",41
E01001593,"42,220",42
E01001594,"33,080",33
E01001595,"32,060",32
E01001596,"39,580",40
E01001597,"37,110",37
E01001598,"37,530",38
E01001599,"36,570",37
E01001600,"37,370",37
E01001601,"38,740",39
E01001602,"32,330",32
E01001603,"31,070",31
E01001604,"42,680",43
E01001605,"40,790",41
E01001606,"40,920",41
E01001607,"38,920",39
E01001608,"44,710",45
E01001609,"38,610",39
E01001610,"38,710",39
E01001611,"37,090",37
E01001613,"35,580",36
E01001614,"40,700",41
E01001615,"36,180",36
E01001617,"36,550",37
E01001618,"32,840",33
E01001619,"35,830",36
E01001620,"30,750",31
E01001621,"32,750",33
E01001623,"33,510",34
E01001624,"33,740",34
E01001625,"29,700",30
E01001629,"28,460",28
E01001631,"28,240",28
E01001632,"30,940",31
E01001633,"29,250",29
E01001634,"27,750",28
E01001635,"32,810",33
E01001636,"30,880",31
E01001637,"30,310",30
E01001638,"32,970",33
E01001640,"34,130",34
E01001641,"41,920",42
E01001642,"47,790",48
E01001644,"40,870",41
E01001645,"32,940",33
E01001646,"33,990",34
E01001647,"35,440",35
E01001648,"36,890",37
E01001649,"32,340",32
E01001650,"31,600",32
E01001651,"30,540",31
E01001652,"36,720",37
E01001653,"28,560",29
E01001654,"29,750",30
E01001655,"28,250",28
E01001656,"38,770",39
E01001657,"42,060",42
E01001658,"36,120",36
E01001659,"37,020",37
E01001660,"30,860",31
E01001661,"30,900",31
E01001662,"42,010",42
E01001664,"40,770",41
E01001665,"40,520",41
E01001666,"36,020",36
E01001667,"31,900",32
E01001668,"37,400",37
E01001669,"31,810",32
E01001671,"33,450",33
E01001672,"30,050",30
E01001673,"27,500",28
E01001674,"31,370",31
E01001675,"30,570",31
E01001676,"30,380",30
E01001677,"32,260",32
E01001678,"35,160",35
E01001679,"38,780",39
E01001680,"40,800",41
E01001681,"37,950",38
E01001682,"39,180",39
E01001683,"34,540",35
E01001684,"33,670",34
E01001685,"33,880",34
E01001686,"35,610",36
E01001687,"31,920",32
E01001688,"34,150",34
E01001690,"29,710",30
E01001692,"29,500",30
E01001693,"29,170",29
E01001694,"31,030",31
E01001695,"26,770",27
E01001696,"26,340",26
E01001697,"29,300",29
E01001698,"28,990",29
E01001699,"30,580",31
E01001700,"29,460",29
E01001701,"33,670",34
E01001702,"28,400",28
E01001703,"26,310",26
E01001704,"32,220",32
E01001705,"27,420",27
E01001706,"29,120",29
E01001708,"34,570",35
E01001709,"28,550",29
E01001710,"26,670",27
E01001711,"31,770",32
E01001712,"29,870",30
E01001713,"27,900",28
E01032567,"33,890",34
E01033726,"31,940",32
E01033727,"35,450",35
E01033728,"43,480",43
E01033729,"29,750",30
E01033730,"38,800",39
E01033731,"36,530",37
E01033732,"38,720",39
E01033733,"43,060",43
E01033734,"36,330",36
E01033735,"30,690",31
E01033736,"39,890",40
E01033737,"28,330",28
E01033738,"38,420",38
E01033739,"34,830",35
E01033740,"36,590",37
E01033741,"34,990",35
E01033742,"35,690",36
E01033743,"34,790",35
E01033744,"31,580",32
E01033745,"35,260",35
E01033746,"42,860",43
E01001714,"30,190",30
E01001715,"40,530",41
E01001716,"35,630",36
E01001717,"38,090",38
E01001718,"42,610",43
E01001719,"34,110",34
E01001720,"42,570",43
E01001722,"32,490",32
E01001723,"39,220",39
E01001724,"38,090",38
E01001725,"36,540",37
E01001726,"31,040",31
E01001727,"39,230",39
E01001728,"33,080",33
E01001729,"27,710",28
E01001730,"27,170",27
E01001731,"32,220",32
E01001732,"27,800",28
E01001733,"36,390",36
E01001734,"33,540",34
E01001735,"32,790",33
E01001736,"42,720",43
E01001737,"44,090",44
E01001738,"42,070",42
E01001739,"43,480",43
E01001740,"32,050",32
E01001741,"46,600",47
E01001742,"38,330",38
E01001744,"35,550",36
E01001745,"31,290",31
E01001746,"29,780",30
E01001747,"35,500",36
E01001748,"37,110",37
E01001749,"40,190",40
E01001750,"36,440",36
E01001751,"46,230",46
E01001752,"37,200",37
E01001753,"30,280",30
E01001754,"33,660",34
E01001755,"31,280",31
E01001756,"39,470",39
E01001757,"29,000",29
E01001758,"30,870",31
E01001759,"33,470",33
E01001760,"33,700",34
E01001761,"32,370",32
E01001762,"35,890",36
E01001763,"36,740",37
E01001764,"34,010",34
E01001765,"28,750",29
E01001767,"34,960",35
E01001768,"37,860",38
E01001769,"38,060",38
E01001770,"30,920",31
E01001772,"28,650",29
E01001773,"31,260",31
E01001774,"33,700",34
E01001775,"29,500",30
E01001776,"28,620",29
E01001777,"33,170",33
E01001779,"32,830",33
E01001780,"32,590",33
E01001781,"28,200",28
E01001782,"36,980",37
E01001783,"28,530",29
E01001784,"31,470",31
E01001785,"34,370",34
E01001786,"28,190",28
E01001787,"26,530",27
E01001788,"26,570",27
E01001789,"36,580",37
E01001790,"27,290",27
E01001791,"33,420",33
E01001792,"35,740",36
E01001793,"36,910",37
E01001794,"38,020",38
E01001795,"37,010",37
E01001796,"35,850",36
E01001798,"29,090",29
E01001799,"38,010",38
E01001800,"32,070",32
E01001801,"35,990",36
E01001802,"34,600",35
E01001803,"40,860",41
E01001804,"36,690",37
E01001805,"41,990",42
E01001806,"37,660",38
E01001807,"35,300",35
E01001808,"36,820",37
E01001809,"35,760",36
E01001811,"28,020",28
E01001812,"34,670",35
E01001813,"27,680",28
E01001814,"35,970",36
E01001815,"30,590",31
E01001816,"39,020",39
E01001819,"39,490",39
E01001820,"30,750",31
E01001821,"29,450",29
E01001822,"29,660",30
E01001823,"34,740",35
E01001824,"31,290",31
E01001825,"37,180",37
E01001826,"32,260",32
E01001827,"30,080",30
E01001828,"30,760",31
E01001829,"47,370",47
E01001830,"33,990",34
E01001831,"40,400",40
E01001832,"40,640",41
E01001833,"36,430",36
E01001834,"37,660",38
E01001835,"40,660",41
E01001836,"35,680",36
E01001837,"41,080",41
E01001838,"27,250",27
E01001839,"36,660",37
E01001840,"32,040",32
E01001841,"36,770",37
E01001842,"34,100",34
E01001843,"38,970",39
E01001844,"37,650",38
E01001845,"29,690",30
E01001846,"29,590",30
E01001847,"30,070",30
E01001848,"32,970",33
E01001849,"31,690",32
E01001850,"26,800",27
E01033698,"31,090",31
E01033699,"36,360",36
E01033700,"36,810",37
E01033701,"27,810",28
E01033702,"31,780",32
E01033703,"31,930",32
E01033704,"39,070",39
E01033705,"31,460",31
E01033706,"40,110",40
E01033707,"33,990",34
E01033708,"42,890",43
E01033709,"34,670",35
E01033710,"32,290",32
E01033711,"37,990",38
E01033712,"35,170",35
E01033713,"34,090",34
E01001851,"50,510",51
E01001852,"39,990",40
E01001853,"41,510",42
E01001854,"38,220",38
E01001855,"42,710",43
E01001856,"43,460",43
E01001857,"32,660",33
E01001858,"34,580",35
E01001859,"36,990",37
E01001860,"31,840",32
E01001861,"34,580",35
E01001862,"33,980",34
E01001863,"39,100",39
E01001864,"37,450",37
E01001865,"40,880",41
E01001866,"41,760",42
E01001867,"38,660",39
E01001868,"32,100",32
E01001869,"52,540",53
E01001870,"38,540",39
E01001871,"41,000",41
E01001872,"40,230",40
E01001873,"39,730",40
E01001874,"30,720",31
E01001875,"28,250",28
E01001876,"29,190",29
E01001877,"29,510",30
E01001878,"28,520",29
E01001879,"38,550",39
E01001880,"38,590",39
E01001881,"43,340",43
E01001882,"42,840",43
E01001883,"37,840",38
E01001884,"37,600",38
E01001885,"27,560",28
E01001886,"35,750",36
E01001887,"34,640",35
E01001888,"43,140",43
E01001889,"43,580",44
E01001890,"37,110",37
E01001891,"40,970",41
E01001892,"34,760",35
E01001893,"32,230",32
E01001894,"33,880",34
E01001895,"41,300",41
E01001896,"38,550",39
E01001897,"47,280",47
E01001898,"38,220",38
E01001899,"30,740",31
E01001900,"34,550",35
E01001901,"48,320",48
E01001902,"41,150",41
E01001903,"38,550",39
E01001904,"46,380",46
E01001905,"47,790",48
E01001906,"46,870",47
E01001907,"48,920",49
E01001908,"36,310",36
E01001909,"35,530",36
E01001910,"39,520",40
E01001911,"30,450",30
E01001912,"29,650",30
E01001913,"44,820",45
E01001914,"38,740",39
E01001915,"49,940",50
E01001916,"51,800",52
E01001917,"43,790",44
E01001918,"45,780",46
E01001919,"49,580",50
E01001920,"38,670",39
E01001921,"46,660",47
E01001922,"52,940",53
E01001923,"46,530",47
E01001924,"52,750",53
E01001925,"57,380",57
E01001926,"53,650",54
E01001927,"51,320",51
E01001928,"42,700",43
E01001929,"47,840",48
E01001930,"39,790",40
E01001931,"36,570",37
E01001932,"39,000",39
E01001933,"41,530",42
E01001934,"38,050",38
E01001935,"40,230",40
E01001937,"45,690",46
E01001938,"37,060",37
E01001939,"39,010",39
E01001940,"33,110",33
E01001941,"35,610",36
E01001942,"36,110",36
E01001943,"35,420",35
E01001944,"28,250",28
E01001945,"36,440",36
E01001946,"35,340",35
E01001947,"32,340",32
E01001948,"45,300",45
E01001949,"48,620",49
E01001950,"49,260",49
E01001951,"43,650",44
E01001952,"43,640",44
E01001953,"39,980",40
E01001954,"34,780",35
E01001955,"27,030",27
E01001956,"35,380",35
E01001957,"24,590",25
E01001958,"24,420",24
E01001959,"31,120",31
E01001960,"36,870",37
E01001961,"24,760",25
E01032788,"37,530",38
E01032789,"36,430",36
E01032790,"42,090",42
E01001962,"41,820",42
E01001963,"49,190",49
E01001964,"44,930",45
E01001965,"48,070",48
E01001966,"50,900",51
E01001967,"51,680",52
E01001968,"45,410",45
E01001969,"32,380",32
E01001970,"31,170",31
E01001971,"28,700",29
E01001972,"33,540",34
E01001973,"35,770",36
E01001974,"34,210",34
E01001975,"33,400",33
E01001976,"28,550",29
E01001977,"27,510",28
E01001978,"27,420",27
E01001979,"26,790",27
E01001980,"30,640",31
E01001981,"30,290",30
E01001982,"30,930",31
E01001983,"32,850",33
E01001984,"45,510",46
E01001985,"49,520",50
E01001986,"46,690",47
E01001987,"51,080",51
E01001988,"44,820",45
E01001989,"48,980",49
E01001990,"44,360",44
E01001991,"45,980",46
E01001992,"53,480",53
E01001993,"55,260",55
E01001994,"45,050",45
E01001995,"40,130",40
E01001996,"44,290",44
E01001997,"44,480",44
E01001998,"35,720",36
E01001999,"34,890",35
E01002000,"36,660",37
E01002001,"36,590",37
E01002002,"34,920",35
E01002003,"30,550",31
E01002004,"36,300",36
E01002005,"48,030",48
E01002006,"47,660",48
E01002007,"50,300",50
E01002008,"55,660",56
E01002009,"51,250",51
E01002010,"45,990",46
E01002011,"45,790",46
E01002013,"44,390",44
E01002014,"38,020",38
E01002015,"34,630",35
E01002016,"39,590",40
E01002017,"40,840",41
E01002018,"36,560",37
E01002019,"51,970",52
E01002020,"45,020",45
E01002021,"51,330",51
E01002022,"45,430",45
E01002023,"48,610",49
E01002024,"47,870",48
E01002025,"52,890",53
E01002026,"26,060",26
E01002027,"31,140",31
E01002028,"31,250",31
E01002029,"28,140",28
E01002030,"32,300",32
E01002031,"30,280",30
E01002032,"28,450",28
E01002033,"29,300",29
E01002034,"23,880",24
E01002036,"25,320",25
E01002037,"24,600",25
E01002038,"23,570",24
E01002039,"23,140",23
E01002040,"26,620",27
E01002041,"26,090",26
E01002042,"32,610",33
E01002043,"30,400",30
E01002044,"32,920",33
E01002045,"29,350",29
E01002046,"28,570",29
E01002047,"33,040",33
E01002048,"31,870",32
E01002049,"29,450",29
E01002050,"34,450",34
E01002051,"31,140",31
E01002052,"33,930",34
E01002053,"29,250",29
E01002054,"26,710",27
E01002055,"34,700",35
E01002056,"30,770",31
E01002057,"32,270",32
E01002058,"34,240",34
E01002059,"41,250",41
E01002060,"44,200",44
E01002061,"42,950",43
E01002062,"42,200",42
E01002063,"40,090",40
E01002064,"37,120",37
E01002065,"39,730",40
E01002066,"26,880",27
E01002067,"27,830",28
E01002068,"29,120",29
E01002069,"27,980",28
E01002070,"30,400",30
E01002071,"26,090",26
E01002072,"27,370",27
E01002073,"28,840",29
E01002074,"25,610",26
E01002075,"26,710",27
E01002076,"27,240",27
E01002077,"25,050",25
E01002078,"27,880",28
E01002079,"29,520",30
E01002080,"29,240",29
E01002081,"24,010",24
E01002082,"24,980",25
E01002083,"32,660",33
E01002084,"32,230",32
E01002085,"31,300",31
E01002086,"29,230",29
E01002087,"31,170",31
E01002088,"31,310",31
E01002089,"23,990",24
E01002090,"28,000",28
E01002091,"24,660",25
E01002092,"25,470",25
E01002093,"25,650",26
E01002094,"26,880",27
E01002095,"26,760",27
E01002096,"26,490",26
E01002097,"27,000",27
E01002098,"35,020",35
E01002099,"26,360",26
E01002100,"28,670",29
E01002101,"32,220",32
E01002102,"32,200",32
E01002103,"31,240",31
E01002104,"30,490",30
E01002105,"30,790",31
E01032575,"25,970",26
E01033085,"33,990",34
E01033086,"27,510",28
E01002106,"38,000",38
E01002107,"38,480",38
E01002108,"40,040",40
E01002109,"42,700",43
E01002110,"40,040",40
E01002111,"36,840",37
E01002112,"42,470",42
E01002113,"39,410",39
E01002114,"34,760",35
E01002115,"38,220",38
E01002116,"38,800",39
E01002117,"38,030",38
E01002118,"33,820",34
E01002119,"32,340",32
E01002120,"29,370",29
E01002121,"32,880",33
E01002122,"33,190",33
E01002123,"32,010",32
E01002124,"31,730",32
E01002125,"32,390",32
E01002126,"36,570",37
E01002127,"36,600",37
E01002128,"34,740",35
E01002129,"36,510",37
E01002130,"33,830",34
E01002131,"31,960",32
E01002132,"41,330",41
E01002133,"29,940",30
E01002134,"42,270",42
E01002135,"35,220",35
E01002136,"35,350",35
E01002137,"43,520",44
E01002138,"33,680",34
E01002139,"28,050",28
E01002140,"33,670",34
E01002141,"35,370",35
E01002142,"36,060",36
E01002143,"32,730",33
E01002144,"40,420",40
E01002145,"35,270",35
E01002146,"43,870",44
E01002147,"44,600",45
E01002148,"38,630",39
E01002149,"45,780",46
E01002150,"36,330",36
E01002151,"29,980",30
E01002152,"40,150",40
E01002153,"41,650",42
E01002154,"38,370",38
E01002155,"41,760",42
E01002156,"41,820",42
E01002157,"39,660",40
E01002158,"42,860",43
E01002159,"37,010",37
E01002160,"36,060",36
E01002161,"36,100",36
E01002162,"35,500",36
E01002163,"38,670",39
E01002164,"38,190",38
E01002165,"30,650",31
E01002166,"31,080",31
E01002167,"30,420",30
E01002168,"29,800",30
E01002169,"30,930",31
E01002170,"33,690",34
E01002171,"33,740",34
E01002172,"34,780",35
E01002173,"36,780",37
E01002174,"36,380",36
E01002175,"36,770",37
E01002176,"36,460",36
E01002177,"35,330",35
E01002178,"36,370",36
E01002179,"31,410",31
E01002180,"30,270",30
E01002181,"35,960",36
E01002182,"35,610",36
E01002183,"31,990",32
E01002184,"31,600",32
E01002185,"32,070",32
E01002186,"36,530",37
E01002187,"39,310",39
E01002188,"48,030",48
E01002189,"44,750",45
E01002190,"42,980",43
E01002191,"43,840",44
E01002192,"45,630",46
E01002193,"43,080",43
E01002194,"46,380",46
E01002195,"43,460",43
E01002196,"45,640",46
E01002197,"35,050",35
E01002198,"32,450",32
E01002199,"34,670",35
E01002200,"32,540",33
E01002201,"35,050",35
E01002202,"30,060",30
E01002203,"33,780",34
E01002204,"34,750",35
E01002206,"35,770",36
E01002207,"36,070",36
E01002208,"42,490",42
E01002209,"40,010",40
E01002210,"37,500",38
E01002211,"30,970",31
E01002212,"31,290",31
E01002213,"30,750",31
E01002214,"31,540",32
E01002215,"29,070",29
E01002216,"34,110",34
E01002217,"27,590",28
E01002218,"33,050",33
E01002219,"32,280",32
E01002220,"34,810",35
E01002221,"33,560",34
E01002222,"34,800",35
E01002223,"34,000",34
E01002224,"31,400",31
E01002225,"42,420",42
E01002226,"37,470",37
E01002227,"31,120",31
E01002228,"38,560",39
E01002229,"35,520",36
E01002230,"37,860",38
E01002231,"32,340",32
E01002232,"32,020",32
E01002233,"30,410",30
E01002234,"30,920",31
E01002235,"29,230",29
E01002236,"30,470",30
E01002237,"35,450",35
E01002238,"37,790",38
E01002239,"38,280",38
E01002240,"35,940",36
E01002241,"36,310",36
E01002242,"39,560",40
E01032576,"37,750",38
E01002243,"32,100",32
E01002244,"34,070",34
E01002245,"33,130",33
E01002246,"34,280",34
E01002247,"34,390",34
E01002248,"32,760",33
E01002249,"34,800",35
E01002250,"34,220",34
E01002251,"32,260",32
E01002252,"36,670",37
E01002253,"43,360",43
E01002254,"43,090",43
E01002255,"37,700",38
E01002256,"37,590",38
E01002257,"46,300",46
E01002258,"34,530",35
E01002259,"37,060",37
E01002260,"34,360",34
E01002261,"33,730",34
E01002262,"32,710",33
E01002263,"35,940",36
E01002264,"29,890",30
E01002265,"36,200",36
E01002266,"32,130",32
E01002267,"31,450",31
E01002268,"38,100",38
E01002269,"37,810",38
E01002270,"46,700",47
E01002271,"46,530",47
E01002272,"39,130",39
E01002273,"43,040",43
E01002274,"39,590",40
E01002275,"42,810",43
E01002276,"30,500",31
E01002277,"29,370",29
E01002278,"28,190",28
E01002279,"29,410",29
E01002280,"26,450",26
E01002281,"27,690",28
E01002282,"26,590",27
E01002283,"28,740",29
E01002284,"28,630",29
E01002285,"37,540",38
E01002286,"38,750",39
E01002287,"36,230",36
E01002288,"39,570",40
E01002289,"37,840",38
E01002290,"37,090",37
E01002291,"36,590",37
E01002292,"34,740",35
E01002293,"36,450",36
E01002294,"37,410",37
E01002295,"36,800",37
E01002296,"36,080",36
E01002297,"28,870",29
E01002298,"35,850",36
E01002299,"32,040",32
E01002300,"36,230",36
E01002301,"33,460",33
E01002302,"33,780",34
E01002303,"30,980",31
E01002304,"33,360",33
E01002305,"33,110",33
E01002306,"30,140",30
