Code,Median_income,income_in_thou
E01003460,"56,380",56
E01003461,"50,620",51
E01003462,"53,470",53
E01003463,"55,950",56
E01003464,"54,850",55
E01003465,"65,600",66
E01003466,"41,800",42
E01003467,"42,230",42
E01003468,"41,680",42
E01003469,"36,960",37
E01003470,"39,360",39
E01003471,"39,650",40
E01003472,"50,440",50
E01003473,"48,230",48
E01003474,"57,950",58
E01003475,"41,250",41
E01003476,"45,900",46
E01003477,"46,230",46
E01003478,"47,960",48
E01003479,"32,940",33
E01003480,"32,260",32
E01003481,"31,600",32
E01003482,"34,850",35
E01003483,"31,030",31
E01003484,"33,800",34
E01003485,"33,880",34
E01003486,"27,920",28
E01003487,"29,660",30
E01003488,"27,630",28
E01003489,"26,720",27
E01003490,"28,810",29
E01003491,"28,150",28
E01003492,"31,720",32
E01003493,"31,070",31
E01003494,"33,540",34
E01003495,"35,140",35
E01003496,"31,200",31
E01003497,"28,330",28
E01003498,"28,970",29
E01003499,"26,180",26
E01003500,"30,110",30
E01003501,"27,820",28
E01003502,"27,710",28
E01003503,"27,080",27
E01003506,"27,870",28
E01003507,"29,270",29
E01003508,"28,650",29
E01003509,"28,370",28
E01003511,"28,120",28
E01003512,"29,270",29
E01003513,"35,170",35
E01003514,"29,290",29
E01003515,"28,730",29
E01003516,"29,420",29
E01003517,"29,890",30
E01003518,"34,150",34
E01003519,"31,580",32
E01003520,"30,910",31
E01003521,"31,070",31
E01003522,"31,160",31
E01003523,"30,760",31
E01003524,"28,880",29
E01003525,"31,330",31
E01003526,"30,420",30
E01003527,"34,360",34
E01003528,"29,180",29
E01003529,"31,020",31
E01003530,"31,440",31
E01003531,"30,850",31
E01003532,"32,020",32
E01003533,"31,220",31
E01003534,"30,650",31
E01003535,"28,010",28
E01003536,"31,330",31
E01003537,"32,120",32
E01003538,"29,940",30
E01003539,"31,600",32
E01003540,"29,480",29
E01003541,"31,470",31
E01003542,"29,310",29
E01003543,"34,500",35
E01003544,"31,810",32
E01003545,"32,190",32
E01003546,"31,580",32
E01003547,"36,270",36
E01003548,"31,920",32
E01003549,"31,370",31
E01003550,"32,210",32
E01003551,"33,090",33
E01003552,"32,640",33
E01003553,"31,170",31
E01003554,"34,460",34
E01003555,"35,690",36
E01003556,"30,230",30
E01003557,"31,330",31
E01003558,"29,210",29
E01003559,"36,070",36
E01003560,"30,010",30
E01003561,"30,970",31
E01003562,"29,930",30
E01003563,"30,240",30
E01003564,"30,350",30
E01003565,"30,370",30
E01003566,"29,380",29
E01003567,"30,390",30
E01003568,"30,470",30
E01003569,"29,140",29
E01003570,"29,240",29
E01003571,"30,000",30
E01003572,"30,980",31
E01003573,"29,810",30
E01003574,"30,030",30
E01003575,"29,620",30
E01003576,"27,670",28
E01003577,"27,110",27
E01003578,"29,110",29
E01003579,"29,610",30
E01003580,"29,100",29
E01003581,"29,510",30
E01003582,"29,370",29
E01003583,"29,350",29
E01003584,"34,350",34
E01003585,"29,150",29
E01003586,"30,390",30
E01003587,"30,190",30
E01003588,"29,060",29
E01003589,"30,700",31
E01003590,"30,780",31
E01003591,"27,920",28
E01003592,"29,780",30
E01003593,"29,520",30
E01003594,"30,160",30
E01003595,"28,790",29
E01003596,"31,570",32
E01003597,"30,410",30
E01003598,"29,000",29
E01003599,"28,190",28
E01003600,"29,100",29
E01003601,"30,730",31
E01003602,"30,220",30
E01003603,"31,790",32
E01003604,"30,290",30
E01003605,"29,610",30
E01003606,"30,240",30
E01003607,"30,260",30
E01003608,"32,600",33
E01003609,"34,980",35
E01003611,"30,350",30
E01003615,"31,680",32
E01003616,"32,130",32
E01003617,"33,840",34
E01003618,"35,210",35
E01003619,"33,830",34
E01003621,"31,110",31
E01003622,"30,030",30
E01003623,"29,710",30
E01003624,"31,410",31
E01003625,"30,910",31
E01003626,"32,430",32
E01003627,"31,870",32
E01003628,"31,900",32
E01003629,"30,520",31
E01003630,"30,070",30
E01003631,"31,260",31
E01003632,"31,770",32
E01003633,"28,500",29
E01003634,"29,340",29
E01003635,"33,600",34
E01003636,"30,350",30
E01003637,"31,860",32
E01033574,"38,410",38
E01033575,"37,960",38
E01033576,"34,110",34
E01033577,"39,670",40
E01033578,"33,810",34
E01033579,"36,090",36
E01033580,"42,300",42
E01033581,"32,040",32
E01033582,"38,830",39
E01033583,"33,060",33
E01033584,"28,290",28
E01033585,"29,000",29
E01033586,"32,590",33
E01003638,"34,570",35
E01003639,"33,360",33
E01003640,"35,740",36
E01003641,"35,910",36
E01003642,"33,910",34
E01003643,"35,800",36
E01003644,"36,300",36
E01003645,"36,040",36
E01003646,"35,140",35
E01003647,"37,190",37
E01003648,"39,430",39
E01003649,"39,010",39
E01003650,"35,050",35
E01003651,"38,270",38
E01003652,"38,860",39
E01003653,"35,650",36
E01003654,"37,180",37
E01003655,"39,270",39
E01003656,"33,550",34
E01003657,"36,310",36
E01003658,"34,090",34
E01003659,"37,350",37
E01003660,"39,320",39
E01003661,"35,110",35
E01003662,"32,630",33
E01003663,"33,300",33
E01003664,"35,650",36
E01003665,"35,730",36
E01003666,"33,730",34
E01003668,"41,890",42
E01003669,"44,180",44
E01003670,"42,610",43
E01003671,"44,220",44
E01003672,"37,980",38
E01003673,"42,590",43
E01003674,"41,530",42
E01003675,"37,900",38
E01003676,"39,390",39
E01003677,"38,770",39
E01003678,"40,520",41
E01003679,"39,090",39
E01003680,"38,870",39
E01003681,"35,720",36
E01003682,"39,270",39
E01003683,"28,690",29
E01003684,"29,820",30
E01003685,"28,510",29
E01003686,"29,510",30
E01003688,"29,230",29
E01003689,"27,580",28
E01003690,"35,470",35
E01003691,"35,440",35
E01003692,"37,120",37
E01003693,"39,210",39
E01003694,"36,700",37
E01003695,"33,950",34
E01003696,"35,890",36
E01003697,"37,410",37
E01003698,"36,710",37
E01003699,"35,910",36
E01003700,"34,480",34
E01003701,"34,690",35
E01003702,"33,900",34
E01003703,"38,340",38
E01003704,"33,310",33
E01003705,"35,060",35
E01003706,"33,210",33
E01003707,"35,120",35
E01003708,"30,690",31
E01003709,"35,340",35
E01003710,"34,890",35
E01003711,"34,370",34
E01003712,"30,350",30
E01003713,"33,580",34
E01003714,"31,680",32
E01003715,"32,350",32
E01003716,"33,140",33
E01003718,"32,650",33
E01003719,"33,160",33
E01003720,"28,750",29
E01003721,"32,890",33
E01003722,"29,470",29
E01003723,"29,240",29
E01003724,"33,750",34
E01003725,"31,510",32
E01003726,"28,880",29
E01003727,"29,640",30
E01003728,"29,490",29
E01003729,"26,110",26
E01003730,"27,830",28
E01003731,"27,710",28
E01003732,"27,580",28
E01003733,"28,740",29
E01003734,"29,300",29
E01003735,"25,930",26
E01003736,"30,070",30
E01003737,"36,050",36
E01003738,"34,980",35
E01003739,"33,980",34
E01003740,"34,340",34
E01003741,"33,330",33
E01003742,"33,610",34
E01003743,"31,980",32
E01003744,"43,750",44
E01003745,"50,050",50
E01003746,"44,160",44
E01003747,"48,450",48
E01003748,"46,600",47
E01003749,"42,760",43
E01003750,"41,070",41
E01003751,"33,660",34
E01003752,"35,730",36
E01003753,"33,400",33
E01003754,"33,580",34
E01003755,"34,390",34
E01003756,"33,990",34
E01003757,"32,740",33
E01003758,"32,260",32
E01003759,"42,180",42
E01003760,"36,610",37
E01003761,"29,590",30
E01003762,"39,710",40
E01003763,"37,980",38
E01003764,"39,330",39
E01003765,"41,000",41
E01003766,"32,340",32
E01003767,"31,560",32
E01003768,"31,310",31
E01003769,"31,390",31
E01003770,"34,950",35
E01003771,"32,750",33
E01003772,"33,930",34
E01003773,"35,620",36
E01003774,"42,740",43
E01003775,"42,820",43
E01003776,"36,800",37
E01003777,"43,350",43
E01003778,"41,820",42
E01003779,"40,710",41
E01003780,"46,500",47
E01003781,"34,430",34
E01003782,"31,850",32
E01003783,"30,750",31
E01003784,"33,290",33
E01003785,"31,950",32
E01003786,"36,810",37
E01003787,"34,720",35
E01003788,"32,050",32
E01003789,"44,690",45
E01003790,"40,550",41
E01003791,"43,150",43
E01003792,"44,320",44
E01003793,"35,120",35
E01003794,"42,690",43
E01003795,"45,790",46
E01003796,"43,040",43
E01032581,"31,190",31
E01033589,"32,900",33
E01033590,"33,910",34
E01033591,"28,470",28
E01033592,"35,850",36
E01003797,"58,980",59
E01003798,"48,370",48
E01003799,"55,430",55
E01003800,"44,420",44
E01003801,"49,480",49
E01003802,"50,250",50
E01003803,"38,420",38
E01003804,"46,860",47
E01003805,"54,810",55
E01003806,"57,180",57
E01003807,"45,570",46
E01003808,"48,200",48
E01003809,"52,460",52
E01003810,"45,650",46
E01003811,"47,160",47
E01003812,"43,880",44
E01003813,"45,780",46
E01003814,"41,970",42
E01003815,"40,890",41
E01003816,"48,570",49
E01003817,"41,540",42
E01003818,"39,150",39
E01003819,"33,150",33
E01003820,"37,310",37
E01003821,"46,110",46
E01003822,"47,470",47
E01003823,"42,840",43
E01003824,"45,000",45
E01003825,"43,450",43
E01003826,"37,350",37
E01003827,"41,800",42
E01003828,"40,420",40
E01003829,"34,180",34
E01003830,"39,160",39
E01003831,"37,590",38
E01003832,"32,680",33
E01003833,"35,460",35
E01003834,"41,570",42
E01003835,"47,700",48
E01003836,"41,140",41
E01003837,"44,920",45
E01003838,"43,300",43
E01003839,"40,190",40
E01003840,"34,630",35
E01003841,"31,430",31
E01003842,"34,050",34
E01003843,"33,170",33
E01003844,"39,700",40
E01003845,"36,420",36
E01003846,"54,160",54
E01003847,"47,050",47
E01003848,"42,680",43
E01003849,"50,490",50
E01003851,"53,790",54
E01003852,"43,030",43
E01003853,"47,860",48
E01003854,"46,560",47
E01003855,"40,590",41
E01003856,"44,400",44
E01003857,"46,720",47
E01003858,"49,380",49
E01003859,"49,010",49
E01003860,"50,140",50
E01003861,"43,980",44
E01003862,"41,090",41
E01003863,"42,350",42
E01003864,"48,510",49
E01003865,"41,900",42
E01003866,"51,110",51
E01003867,"43,110",43
E01003868,"48,570",49
E01003869,"45,330",45
E01003870,"45,660",46
E01003871,"50,220",50
E01003872,"47,400",47
E01003873,"45,510",46
E01003874,"47,320",47
E01003875,"49,810",50
E01003876,"48,700",49
E01003877,"49,530",50
E01003878,"45,020",45
E01003879,"50,490",50
E01003880,"49,290",49
E01003881,"46,590",47
E01003882,"46,850",47
E01003883,"45,770",46
E01003884,"45,750",46
E01003885,"45,320",45
E01003886,"46,570",47
E01003887,"45,900",46
E01003888,"41,380",41
E01003889,"46,130",46
E01003890,"47,190",47
E01003891,"47,280",47
E01003892,"50,500",51
E01003893,"45,650",46
E01003894,"47,700",48
E01003895,"46,210",46
E01003896,"44,140",44
E01003897,"44,490",44
E01003898,"43,360",43
E01003899,"42,790",43
E01003900,"37,610",38
E01003901,"42,070",42
E01003902,"40,770",41
E01003903,"39,160",39
E01003904,"41,360",41
E01003905,"39,050",39
E01003906,"38,330",38
E01003907,"35,450",35
E01003908,"39,480",39
E01003909,"39,450",39
E01003910,"40,720",41
E01033570,"43,570",44
E01033571,"43,900",44
E01003911,"32,180",32
E01003912,"27,800",28
E01003913,"39,680",40
E01003914,"38,450",38
E01003915,"33,590",34
E01003916,"33,080",33
E01003917,"33,460",33
E01003918,"28,850",29
E01003919,"34,440",34
E01003920,"28,730",29
E01003921,"29,850",30
E01003922,"30,740",31
E01003923,"34,600",35
E01003924,"27,850",28
E01003925,"29,830",30
E01003926,"30,140",30
E01003927,"38,340",38
E01003929,"40,110",40
E01003930,"34,990",35
E01003932,"31,830",32
E01003933,"36,330",36
E01003934,"40,250",40
E01003935,"40,650",41
E01003936,"44,120",44
E01003937,"36,900",37
E01003938,"33,950",34
E01003939,"38,780",39
E01003940,"31,180",31
E01003941,"38,380",38
E01003942,"31,590",32
E01003943,"30,320",30
E01003945,"42,220",42
E01003946,"42,240",42
E01003947,"33,070",33
E01003948,"40,620",41
E01003949,"40,590",41
E01003950,"33,950",34
E01003951,"44,710",45
E01003952,"45,290",45
E01003953,"43,830",44
E01003954,"44,230",44
E01003955,"43,020",43
E01003956,"44,830",45
E01003957,"42,790",43
E01003958,"42,510",43
E01003960,"33,380",33
E01003961,"28,000",28
E01003963,"27,790",28
E01003964,"32,370",32
E01003966,"29,040",29
E01003967,"28,160",28
E01003968,"27,100",27
E01003969,"33,460",33
E01003970,"28,840",29
E01003971,"26,420",26
E01003972,"31,240",31
E01003973,"29,300",29
E01003974,"28,360",28
E01003975,"30,090",30
E01003976,"38,170",38
E01003977,"29,860",30
E01003978,"34,420",34
E01003979,"35,130",35
E01003980,"29,630",30
E01003981,"34,630",35
E01003983,"26,800",27
E01003984,"30,450",30
E01003986,"26,080",26
E01003987,"27,580",28
E01003988,"27,960",28
E01003989,"28,140",28
E01003990,"28,370",28
E01003991,"28,650",29
E01003992,"30,020",30
E01003993,"29,200",29
E01003994,"30,050",30
E01003995,"32,580",33
E01003997,"33,910",34
E01003998,"36,520",37
E01003999,"32,750",33
E01004000,"31,700",32
E01004001,"29,880",30
E01004002,"38,250",38
E01004003,"29,670",30
E01004004,"32,170",32
E01004005,"28,790",29
E01004006,"32,340",32
E01004007,"28,390",28
E01004008,"29,280",29
E01004010,"29,860",30
E01004011,"28,240",28
E01004012,"30,480",30
E01004013,"28,750",29
E01004014,"27,800",28
E01004015,"42,030",42
E01004016,"38,350",38
E01004017,"40,740",41
E01004018,"42,730",43
E01004019,"36,010",36
E01004020,"34,370",34
E01004021,"42,260",42
E01004022,"33,430",33
E01004023,"31,690",32
E01004024,"28,480",28
E01004027,"38,930",39
E01004028,"32,010",32
E01004029,"42,730",43
E01004030,"35,100",35
E01004031,"33,630",34
E01004032,"44,250",44
E01004033,"30,980",31
E01004034,"30,490",30
E01004035,"28,350",28
E01004036,"29,310",29
E01004037,"30,910",31
E01004038,"32,160",32
E01004039,"32,180",32
E01004040,"26,980",27
E01004041,"28,850",29
E01004042,"28,220",28
E01004043,"33,330",33
E01004044,"30,410",30
E01004045,"31,810",32
E01004046,"42,620",43
E01004047,"31,090",31
E01004048,"38,690",39
E01004049,"33,940",34
E01004050,"41,200",41
E01004051,"40,580",41
E01004052,"41,230",41
E01004053,"46,210",46
E01004054,"46,170",46
E01004055,"35,530",36
E01004056,"39,940",40
E01004057,"40,150",40
E01004058,"45,420",45
E01004059,"44,150",44
E01004060,"36,830",37
E01004061,"40,430",40
E01004062,"34,250",34
E01004063,"38,620",39
E01004064,"31,730",32
E01004065,"41,020",41
E01004066,"35,440",35
E01004067,"31,230",31
E01004068,"31,230",31
E01004069,"58,790",59
E01004070,"48,740",49
E01004071,"42,480",42
E01004072,"51,270",51
E01004073,"53,060",53
E01004074,"53,530",54
E01004075,"59,650",60
E01032583,"35,580",36
E01032584,"35,370",35
E01032637,"49,690",50
E01032638,"50,450",50
E01032639,"34,620",35
E01032640,"50,980",51
E01032646,"44,690",45
E01032719,"31,270",31
E01032720,"31,870",32
E01032722,"31,300",31
E01032803,"44,670",45
E01032805,"28,590",29
E01032834,"50,500",51
E01004076,"35,710",36
E01004077,"35,520",36
E01004078,"34,440",34
E01004079,"39,300",39
E01004080,"38,280",38
E01004081,"37,020",37
E01004082,"37,890",38
E01004083,"27,420",27
E01004084,"41,000",41
E01004085,"39,650",40
E01004086,"33,010",33
E01004087,"38,650",39
E01004088,"26,780",27
E01004089,"27,640",28
E01004090,"30,610",31
E01004091,"45,870",46
E01004092,"45,340",45
E01004093,"44,220",44
E01004094,"40,850",41
E01004095,"43,760",44
E01004096,"36,230",36
E01004097,"40,160",40
E01004098,"40,180",40
E01004099,"37,810",38
E01004100,"39,090",39
E01004101,"38,970",39
E01004102,"39,190",39
E01004103,"38,550",39
E01004104,"40,890",41
E01004105,"44,660",45
E01004106,"49,520",50
E01004107,"36,250",36
E01004108,"39,730",40
E01004109,"36,550",37
E01004110,"39,680",40
E01004111,"39,720",40
E01004112,"44,390",44
E01004114,"50,230",50
E01004115,"38,190",38
E01004116,"39,210",39
E01004117,"39,920",40
E01004118,"37,010",37
E01004119,"37,990",38
E01004120,"41,910",42
E01004121,"38,900",39
E01004122,"40,320",40
E01004123,"29,870",30
E01004124,"30,170",30
E01004125,"29,070",29
E01004126,"29,230",29
E01004127,"31,580",32
E01004128,"29,300",29
E01004129,"28,480",28
E01004130,"35,850",36
E01004131,"36,240",36
E01004132,"37,780",38
E01004133,"38,440",38
E01004134,"35,840",36
E01004135,"36,420",36
E01004136,"35,980",36
E01004137,"35,330",35
E01004138,"36,330",36
E01004139,"37,130",37
E01004140,"29,550",30
E01004141,"31,660",32
E01004142,"31,470",31
E01004143,"35,460",35
E01004144,"37,280",37
E01004145,"35,830",36
E01004146,"35,730",36
E01004147,"37,120",37
E01004148,"33,860",34
E01004149,"34,400",34
E01004150,"33,740",34
E01004151,"37,610",38
E01004152,"36,120",36
E01004153,"36,690",37
E01004154,"45,460",45
E01004155,"38,890",39
E01004156,"38,570",39
E01004157,"43,620",44
E01004158,"40,040",40
E01004159,"36,320",36
E01004160,"37,730",38
E01004161,"38,780",39
E01004162,"38,230",38
E01004163,"33,800",34
E01004164,"35,490",35
E01004165,"33,930",34
E01004166,"36,150",36
E01004167,"32,410",32
E01004168,"35,920",36
E01004169,"33,750",34
E01004170,"37,160",37
E01004171,"37,470",37
E01004172,"34,150",34
E01004173,"36,140",36
E01004174,"36,770",37
E01004175,"35,500",36
E01004176,"37,090",37
E01004177,"32,520",33
E01004178,"34,950",35
E01004179,"39,260",39
E01004180,"41,270",41
E01004181,"35,590",36
E01004182,"32,390",32
E01004183,"28,900",29
E01004184,"29,520",30
E01004185,"29,100",29
E01004186,"33,760",34
E01004187,"31,260",31
E01004188,"33,170",33
E01004189,"29,010",29
E01004190,"39,390",39
E01004191,"36,470",36
E01004192,"37,830",38
E01004193,"38,580",39
E01004194,"36,690",37
E01004195,"36,970",37
E01004196,"37,670",38
E01032623,"50,120",50
E01004197,"34,900",35
E01004198,"30,560",31
E01004199,"29,950",30
E01004200,"37,490",37
E01004201,"35,050",35
E01004202,"37,180",37
E01004203,"34,920",35
E01004204,"31,280",31
E01004205,"28,960",29
E01004206,"27,850",28
E01004207,"31,000",31
E01004208,"37,290",37
E01004209,"28,870",29
E01004211,"37,060",37
E01004212,"31,990",32
E01004214,"31,350",31
E01004215,"38,260",38
E01004216,"41,510",42
E01004217,"37,840",38
E01004218,"42,300",42
E01004219,"34,590",35
E01004221,"41,490",41
E01004222,"29,530",30
E01004223,"33,150",33
E01004224,"32,360",32
E01004225,"42,160",42
E01004226,"31,340",31
E01004228,"41,640",42
E01004229,"36,230",36
E01004230,"35,930",36
E01004231,"33,210",33
E01004232,"45,370",45
E01004233,"33,820",34
E01004234,"43,330",43
E01004235,"29,170",29
E01004236,"27,490",27
E01004237,"32,410",32
E01004238,"31,250",31
E01004239,"29,350",29
E01004240,"29,330",29
E01004241,"28,810",29
E01004242,"31,620",32
E01004243,"27,890",28
E01004244,"28,660",29
E01004245,"27,090",27
E01004246,"33,700",34
E01004247,"27,880",28
E01004248,"26,880",27
E01004249,"29,240",29
E01004250,"28,280",28
E01004251,"32,210",32
E01004252,"32,240",32
E01004253,"29,040",29
E01004254,"46,330",46
E01004255,"33,410",33
E01004256,"29,190",29
E01004257,"28,970",29
E01004258,"45,180",45
E01004259,"36,420",36
E01004260,"31,910",32
E01004261,"27,760",28
E01004262,"30,750",31
E01004263,"30,370",30
E01004264,"28,160",28
E01004266,"35,880",36
E01004267,"35,730",36
E01004268,"29,740",30
E01004269,"30,690",31
E01004270,"36,360",36
E01004271,"29,960",30
E01004272,"27,470",27
E01004273,"28,800",29
E01004274,"39,950",40
E01004275,"42,750",43
E01004276,"50,510",51
E01004277,"49,670",50
E01004280,"39,110",39
E01004281,"46,550",47
E01004283,"30,900",31
E01004284,"33,370",33
E01004285,"28,150",28
E01004286,"33,180",33
E01004287,"30,870",31
E01004288,"29,250",29
E01004289,"31,900",32
E01004290,"34,680",35
E01004291,"49,930",50
E01004292,"49,300",49
E01004293,"52,600",53
E01004294,"43,380",43
E01004295,"32,540",33
E01004296,"37,430",37
E01004297,"51,670",52
E01004298,"29,750",30
E01004300,"29,020",29
E01004301,"33,120",33
E01004302,"31,110",31
E01004303,"37,100",37
E01004304,"28,740",29
E01004305,"28,810",29
E01004306,"37,880",38
E01004307,"43,430",43
E01004308,"35,000",35
E01004309,"32,620",33
E01004310,"34,090",34
E01004311,"32,220",32
E01004312,"29,590",30
E01004313,"32,580",33
E01004314,"44,440",44
E01004315,"35,200",35
E01004316,"34,400",34
E01004317,"38,710",39
E01004318,"33,320",33
E01004319,"29,400",29
E01004321,"32,260",32
E01004322,"32,770",33
E01004323,"33,280",33
E01004324,"30,410",30
E01004325,"37,840",38
E01004326,"32,670",33
E01032764,"38,390",38
E01032765,"35,360",35
E01032766,"39,160",39
E01032767,"43,960",44
E01032768,"47,550",48
E01032769,"43,500",44
E01032770,"41,960",42
E01032771,"43,090",43
E01032772,"37,110",37
E01032773,"40,390",40
E01032774,"37,750",38
E01032775,"48,360",48
E01032776,"44,590",45
E01032777,"41,560",42
E01032778,"44,210",44
E01032779,"45,700",46
E01032780,"48,840",49
E01032781,"46,120",46
E01032782,"38,350",38
E01032783,"42,820",43
E01032784,"36,720",37
E01032785,"38,830",39
E01032786,"32,750",33
E01032787,"29,490",29
E01004327,"30,390",30
E01004328,"32,660",33
E01004329,"31,630",32
E01004330,"33,040",33
E01004331,"31,550",32
E01004332,"31,320",31
E01004333,"31,470",31
E01004334,"27,140",27
E01004335,"27,530",28
E01004336,"29,280",29
E01004337,"29,140",29
E01004338,"32,290",32
E01004339,"32,550",33
E01004340,"28,570",29
E01004341,"29,180",29
E01004342,"32,450",32
E01004343,"36,230",36
E01004344,"32,360",32
E01004345,"34,390",34
E01004346,"35,220",35
E01004347,"35,970",36
E01004348,"34,340",34
E01004349,"32,990",33
E01004350,"31,310",31
E01004351,"36,480",36
E01004352,"41,640",42
E01004353,"39,340",39
E01004354,"38,890",39
E01004355,"34,790",35
E01004356,"34,010",34
E01004357,"36,060",36
E01004358,"36,290",36
E01004359,"38,720",39
E01004360,"38,550",39
E01004361,"36,950",37
E01004362,"36,620",37
E01004363,"35,860",36
E01004364,"33,280",33
E01004365,"30,330",30
E01004366,"35,820",36
E01004367,"33,500",34
E01004368,"35,320",35
E01004369,"34,340",34
E01004370,"35,170",35
E01004371,"35,560",36
E01004372,"35,920",36
E01004373,"32,160",32
E01004374,"35,370",35
E01004375,"33,110",33
E01004376,"33,540",34
E01004377,"38,290",38
E01004378,"36,040",36
E01004379,"39,240",39
E01004380,"37,540",38
E01004381,"38,400",38
E01004382,"31,590",32
E01004383,"37,680",38
E01004384,"31,200",31
E01004385,"32,300",32
E01004386,"37,600",38
E01004387,"40,550",41
E01004388,"36,420",36
E01004389,"31,660",32
E01004390,"30,460",30
E01004391,"34,310",34
E01004392,"32,770",33
E01004393,"31,750",32
E01004394,"31,420",31
E01004395,"34,970",35
E01004396,"33,830",34
E01004397,"34,140",34
E01004398,"28,520",29
E01004399,"27,910",28
E01004400,"30,660",31
E01004401,"32,620",33
E01004402,"29,680",30
E01004403,"30,430",30
E01004404,"29,960",30
E01004405,"32,200",32
E01004406,"32,910",33
E01004407,"27,280",27
E01004408,"34,990",35
E01004409,"33,750",34
E01004410,"30,340",30
E01004411,"34,500",35
E01004412,"37,260",37
E01004413,"31,100",31
E01004414,"33,870",34
E01004415,"34,200",34
E01004416,"34,920",35
E01004417,"33,350",33
E01004418,"33,750",34
E01004419,"34,070",34
E01004420,"28,550",29
E01004421,"31,570",32
E01004422,"31,930",32
E01004423,"29,000",29
E01004424,"30,010",30
E01004425,"31,490",31
E01004426,"31,670",32
E01004427,"31,360",31
E01004428,"27,760",28
E01004429,"30,460",30
E01004430,"31,640",32
E01004432,"31,940",32
E01004434,"29,640",30
E01004435,"30,190",30
E01004436,"36,540",37
E01004437,"34,610",35
E01004438,"36,740",37
E01004439,"35,890",36
E01004440,"35,580",36
E01004441,"37,810",38
E01004442,"38,430",38
E01004443,"32,870",33
E01004444,"30,090",30
E01004445,"32,880",33
E01004446,"32,670",33
E01004447,"34,730",35
E01004448,"32,760",33
E01004449,"28,600",29
E01004450,"34,980",35
E01004451,"34,750",35
E01004452,"32,100",32
E01004453,"33,090",33
E01004454,"32,010",32
E01004455,"31,870",32
E01004456,"29,460",29
E01004457,"34,000",34
E01004458,"32,700",33
E01004459,"28,790",29
E01004460,"33,040",33
E01004461,"33,500",34
E01004462,"33,700",34
E01004463,"35,940",36
E01004464,"28,900",29
E01004465,"36,640",37
E01004466,"39,410",39
E01004467,"31,270",31
E01004468,"38,000",38
E01004469,"28,600",29
E01004470,"31,240",31
E01004471,"30,630",31
E01033153,"26,330",26
E01004472,"48,370",48
E01004473,"45,820",46
E01004474,"43,960",44
E01004475,"45,140",45
E01004476,"44,560",45
E01004477,"56,830",57
E01004478,"56,830",57
E01004479,"53,320",53
E01004480,"47,880",48
E01004481,"41,860",42
E01004482,"41,030",41
E01004483,"43,320",43
E01004484,"43,490",43
E01004485,"41,790",42
E01004486,"42,980",43
E01004487,"41,280",41
E01004488,"43,520",44
E01004489,"43,830",44
E01004490,"44,810",45
E01004491,"36,870",37
E01004492,"40,270",40
E01004493,"42,190",42
E01004494,"37,900",38
E01004495,"35,220",35
E01004496,"40,610",41
E01004497,"39,680",40
E01004498,"43,480",43
E01004499,"46,330",46
E01004500,"42,540",43
E01004501,"41,700",42
E01004502,"47,890",48
E01004503,"42,800",43
E01004504,"46,640",47
E01004505,"43,670",44
E01004506,"46,650",47
E01004507,"44,020",44
E01004508,"44,030",44
E01004509,"44,850",45
E01004510,"44,040",44
E01004511,"48,380",48
E01004512,"47,960",48
E01004513,"36,830",37
E01004514,"47,540",48
E01004515,"42,510",43
E01004516,"40,470",40
E01004517,"34,970",35
E01004518,"38,770",39
E01004519,"35,790",36
E01004520,"35,340",35
E01004521,"35,800",36
E01004522,"34,630",35
E01004523,"36,430",36
E01004524,"30,430",30
E01004525,"34,850",35
E01004526,"35,170",35
E01004527,"36,150",36
E01004528,"33,290",33
E01004529,"36,470",36
E01004530,"36,520",37
E01004531,"34,310",34
E01004532,"38,570",39
E01004533,"33,900",34
E01004534,"44,670",45
E01004535,"26,400",26
E01004536,"36,290",36
E01004537,"28,190",28
E01004538,"31,390",31
E01004539,"28,330",28
E01004540,"34,260",34
E01004541,"28,530",29
E01004542,"50,430",50
E01004543,"51,140",51
E01004544,"50,390",50
E01004545,"44,390",44
E01004546,"47,780",48
E01004547,"43,640",44
E01004548,"40,790",41
E01004549,"44,150",44
E01004550,"48,690",49
E01004551,"42,180",42
E01004552,"49,060",49
E01004553,"47,960",48
E01004554,"53,760",54
E01004555,"55,870",56
E01004556,"57,800",58
E01004557,"49,370",49
E01004558,"50,430",50
E01004559,"53,570",54
E01004560,"41,800",42
E01004562,"31,040",31
E01004563,"31,210",31
E01004564,"37,390",37
E01004565,"39,450",39
E01004566,"44,010",44
E01004567,"29,860",30
E01004568,"26,290",26
E01004569,"31,990",32
E01004570,"26,280",26
E01004571,"28,160",28
E01004572,"34,640",35
E01004573,"31,000",31
E01004574,"25,470",25
E01004575,"28,470",28
E01004576,"32,180",32
E01004577,"40,210",40
E01004579,"43,210",43
E01004580,"37,590",38
E01004581,"39,520",40
E01004582,"45,720",46
E01004583,"42,500",43
E01004584,"29,450",29
E01004585,"46,650",47
E01004586,"49,480",49
E01004587,"51,250",51
E01004588,"48,170",48
E01004589,"51,500",52
E01004590,"38,390",38
E01004591,"39,840",40
E01004592,"39,700",40
E01004593,"44,140",44
E01004594,"48,910",49
E01004595,"44,810",45
E01004596,"49,170",49
E01004597,"46,840",47
E01004598,"46,510",47
E01004599,"50,500",51
E01004600,"34,150",34
E01004601,"38,190",38
E01004602,"49,380",49
E01004604,"55,920",56
E01004605,"48,020",48
